ANO_SAEB;CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_2_LP;MEDIA_2_MT;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_9_CH;MEDIA_9_CN;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP2;nivel_1_LP2;nivel_2_LP2;nivel_3_LP2;nivel_4_LP2;nivel_5_LP2;nivel_6_LP2;nivel_7_LP2;nivel_8_LP2;nivel_0_MT2;nivel_1_MT2;nivel_2_MT2;nivel_3_MT2;nivel_4_MT2;nivel_5_MT2;nivel_6_MT2;nivel_7_MT2;nivel_8_MT2;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_CH9;nivel_1_CH9;nivel_2_CH9;nivel_3_CH9;nivel_4_CH9;nivel_5_CH9;nivel_6_CH9;nivel_7_CH9;nivel_8_CH9;nivel_9_CH9;nivel_0_CN9;nivel_1_CN9;nivel_2_CN9;nivel_3_CN9;nivel_4_CN9;nivel_5_CN9;nivel_6_CN9;nivel_7_CN9;nivel_8_CN9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12;nivel_0_LP13;nivel_1_LP13;nivel_2_LP13;nivel_3_LP13;nivel_4_LP13;nivel_5_LP13;nivel_6_LP13;nivel_7_LP13;nivel_8_LP13;nivel_0_MT13;nivel_1_MT13;nivel_2_MT13;nivel_3_MT13;nivel_4_MT13;nivel_5_MT13;nivel_6_MT13;nivel_7_MT13;nivel_8_MT13;nivel_9_MT13;nivel_10_MT13;nivel_0_LP14;nivel_1_LP14;nivel_2_LP14;nivel_3_LP14;nivel_4_LP14;nivel_5_LP14;nivel_6_LP14;nivel_7_LP14;nivel_8_LP14;nivel_0_MT14;nivel_1_MT14;nivel_2_MT14;nivel_3_MT14;nivel_4_MT14;nivel_5_MT14;nivel_6_MT14;nivel_7_MT14;nivel_8_MT14;nivel_9_MT14;nivel_10_MT14
2021;24;Rio Grande do Norte;Municipal;Rural;Total;695,72;711,64;166,08;177,04;230,47;228,1;221,23;222,37;;;;;;;18,63;18,54;16,03;21,23;15,34;3,55;6,5;0,17;0;14,32;8,43;17,84;23,32;14,89;6,71;11,37;0,16;2,95;19,65;24,55;18,14;14,63;11,08;6,59;3,48;1,3;0,54;0,03;8,31;18,47;24,72;22,71;13,62;7,41;3,36;1,06;0,29;0,05;0;26,74;21,18;18,69;15,21;11,58;4,54;1,63;0,4;0,03;26,61;21;20,58;17,05;10,5;3,44;0,68;0,09;0,05;0;33,73;23,44;18,66;14,44;5,79;2,56;0;1,02;0,36;0;35,1;19,18;18,15;12,87;11,19;1,91;1,28;0,31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;24;Rio Grande do Norte;Municipal;Rural;Interior;695,72;711,64;166,08;177,04;230,47;228,1;221,23;222,37;;;;;;;18,63;18,54;16,03;21,23;15,34;3,55;6,5;0,17;0;14,32;8,43;17,84;23,32;14,89;6,71;11,37;0,16;2,95;19,65;24,55;18,14;14,63;11,08;6,59;3,48;1,3;0,54;0,03;8,31;18,47;24,72;22,71;13,62;7,41;3,36;1,06;0,29;0,05;0;26,74;21,18;18,69;15,21;11,58;4,54;1,63;0,4;0,03;26,61;21;20,58;17,05;10,5;3,44;0,68;0,09;0,05;0;33,73;23,44;18,66;14,44;5,79;2,56;0;1,02;0,36;0;35,1;19,18;18,15;12,87;11,19;1,91;1,28;0,31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;24;Rio Grande do Norte;Privada;Total;Total;754,25;753;231,06;238,54;286,11;285,82;285,81;276,31;304,75;306,1;;;304,75;306,1;2,34;3;3,61;12,23;17,69;27,17;22,52;6,77;4,67;0;3,88;7,76;9,53;28,16;21,92;14,22;6,08;8,46;0,95;2,74;7,03;11,85;20,81;22,64;18,49;10,04;4,29;1,16;0,22;1,66;5,92;11,81;19,65;22,73;15,38;13,84;6,19;2,48;0,11;5,06;5,72;11,17;14,53;20,4;21,98;15,1;6,04;0;4,6;6,04;11,65;17,21;21,36;18,99;10,85;6,95;2,34;0;3,27;6,19;13,93;18,74;17,71;18,07;12,52;6,64;2,26;0,65;5,45;8,51;11,8;20,53;22,95;16,66;10,37;2,92;0,8;7,63;7,09;10,18;14,79;21,34;21,18;13,59;4;0,21;6,37;9,15;12,06;17,67;19,07;15,29;9,92;4,76;3,68;2,03;0;;;;;;;;;;;;;;;;;;;;;7,63;7,09;10,18;14,79;21,34;21,18;13,59;4;0,21;6,37;9,15;12,06;17,67;19,07;15,29;9,92;4,76;3,68;2,03;0
2021;24;Rio Grande do Norte;Privada;Total;Capital;752,23;745,52;234;241,03;288,8;288,41;292;278,96;315,85;314,21;;;315,85;314,21;0;7,69;0;15,38;15,38;30,77;23,08;7,69;0;0;0;7,69;15,38;38,46;15,38;15,38;7,69;0;1,16;2,37;7,55;9,2;17,35;24,81;22,55;8,04;5,23;1,74;0,58;1,18;4,06;10,45;17,73;27,8;15,65;15,01;5,78;1,74;0;5,77;5,37;9,26;12,91;21,02;22,05;16,5;7,14;0;4,68;5,73;12,46;15,51;20,01;17,08;12,81;8,96;2,76;0;2,05;3,47;13,56;21,54;14,92;17,18;15,17;7,71;3,14;1,24;3,49;9,84;10,05;20,78;22,29;17,6;12,86;3,07;0;3,95;5,23;8,64;12,59;22,84;24,12;16,76;5,55;0,32;3,2;8,22;12,7;18,14;18,89;14,73;9,61;5,76;5,12;3,63;0;;;;;;;;;;;;;;;;;;;;;3,95;5,23;8,64;12,59;22,84;24,12;16,76;5,55;0,32;3,2;8,22;12,7;18,14;18,89;14,73;9,61;5,76;5,12;3,63;0
2021;24;Rio Grande do Norte;Privada;Total;Interior;755,55;757,78;229,21;236,97;284,15;283,93;281,26;274,37;294,06;298,29;;;294,06;298,29;3,83;0;5,91;10,21;19,16;24,88;22,17;6,19;7,65;0;6,36;7,8;5,79;21,58;26,1;13,47;5,04;13,86;0,82;2,98;6,7;13,51;22,98;21,28;15,94;11,29;3,7;0,79;0;1,96;7,09;12,67;20,86;19,54;15,2;13,11;6,44;2,95;0,19;4,53;5,98;12,57;15,72;19,96;21,94;14,07;5,23;0;4,54;6,27;11,06;18,45;22,35;20,39;9,42;5,49;2,03;0;4,18;8,2;14,21;16,69;19,76;18,72;10,56;5,85;1,62;0,22;6,89;7,54;13,08;20,35;23,43;15,97;8,55;2,81;1,38;11,18;8,88;11,66;16,9;19,89;18,34;10,53;2,51;0,11;9,41;10,05;11,44;17,22;19,25;15,83;10,21;3,8;2,3;0,48;0;;;;;;;;;;;;;;;;;;;;;11,18;8,88;11,66;16,9;19,89;18,34;10,53;2,51;0,11;9,41;10,05;11,44;17,22;19,25;15,83;10,21;3,8;2,3;0,48;0
2021;24;Rio Grande do Norte;Privada;Urbana;Total;754,31;752,91;231,43;238,89;286,21;285,87;285,81;276,37;304,87;306,21;;;304,87;306,21;2,35;3,02;3,55;12,24;17,56;27,12;22,62;6,83;4,71;0;3,91;7,82;9,34;28,33;21,99;14,17;6,02;8,42;0,84;2,65;6,94;11,83;20,84;22,73;18,62;10,05;4,33;1,17;0,23;1,56;5,86;11,61;19,71;22,89;15,36;13,92;6,24;2,5;0,12;5,02;5,67;11,16;14,54;20,4;22,03;15,11;6,06;0;4,6;5,99;11,64;17,23;21,35;19,01;10,85;6,98;2,35;0;3,27;6,19;13,93;18,74;17,71;18,07;12,52;6,64;2,26;0,65;5,4;8,5;11,82;20,58;22,9;16,69;10,41;2,9;0,8;7,6;7,09;10,08;14,78;21,36;21,22;13,64;4,02;0,21;6,33;9,13;12,05;17,65;19,11;15,29;9,92;4,78;3,7;2,03;0;;;;;;;;;;;;;;;;;;;;;7,6;7,09;10,08;14,78;21,36;21,22;13,64;4,02;0,21;6,33;9,13;12,05;17,65;19,11;15,29;9,92;4,78;3,7;2,03;0
2021;24;Rio Grande do Norte;Privada;Urbana;Capital;752,23;745,52;234;241,03;288,8;288,41;292;278,96;315,85;314,21;;;315,85;314,21;0;7,69;0;15,38;15,38;30,77;23,08;7,69;0;0;0;7,69;15,38;38,46;15,38;15,38;7,69;0;1,16;2,37;7,55;9,2;17,35;24,81;22,55;8,04;5,23;1,74;0,58;1,18;4,06;10,45;17,73;27,8;15,65;15,01;5,78;1,74;0;5,77;5,37;9,26;12,91;21,02;22,05;16,5;7,14;0;4,68;5,73;12,46;15,51;20,01;17,08;12,81;8,96;2,76;0;2,05;3,47;13,56;21,54;14,92;17,18;15,17;7,71;3,14;1,24;3,49;9,84;10,05;20,78;22,29;17,6;12,86;3,07;0;3,95;5,23;8,64;12,59;22,84;24,12;16,76;5,55;0,32;3,2;8,22;12,7;18,14;18,89;14,73;9,61;5,76;5,12;3,63;0;;;;;;;;;;;;;;;;;;;;;3,95;5,23;8,64;12,59;22,84;24,12;16,76;5,55;0,32;3,2;8,22;12,7;18,14;18,89;14,73;9,61;5,76;5,12;3,63;0
2021;24;Rio Grande do Norte;Privada;Urbana;Interior;755,66;757,7;229,78;237,52;284,31;284,01;281,26;274,47;294,22;298,46;;;294,22;298,46;3,88;0;5,84;10,2;18,97;24,76;22,32;6,27;7,76;0;6,45;7,91;5,42;21,78;26,27;13,38;4,93;13,87;0,64;2,84;6,55;13,52;23,07;21,4;16,11;11,33;3,76;0,8;0;1,8;7,01;12,35;20,97;19,76;15,17;13,23;6,53;2,99;0,19;4,48;5,89;12,56;15,74;19,95;22,02;14,09;5,27;0;4,55;6,18;11,04;18,5;22,33;20,43;9,42;5,52;2,04;0;4,18;8,2;14,21;16,69;19,76;18,72;10,56;5,85;1,62;0,22;6,8;7,52;13,11;20,43;23,35;16,02;8,6;2,78;1,39;11,15;8,89;11,47;16,91;19,92;18,42;10,61;2,53;0,11;9,37;10,02;11,42;17,18;19,33;15,83;10,23;3,82;2,32;0,48;0;;;;;;;;;;;;;;;;;;;;;11,15;8,89;11,47;16,91;19,92;18,42;10,61;2,53;0,11;9,37;10,02;11,42;17,18;19,33;15,83;10,23;3,82;2,32;0,48;0
2021;24;Rio Grande do Norte;Privada;Rural;Total;746,97;764,26;189,4;198,87;256,88;269,26;0;257,42;271,25;275,24;;;271,25;275,24;0;0;11,11;11,11;33,33;33,33;11,11;0;0;0;0;0;33,33;6,67;13,33;20;13,33;13,33;13,04;13,04;17,39;13,04;17,39;13,04;4,35;8,7;0;0;0;13,04;13,04;34,78;13,04;4,35;17,39;4,35;0;0;0;14,29;21,43;14,29;10,71;21,43;7,14;10,71;0;0;3,57;21,43;14,29;10,71;25;14,29;10,71;0;0;0;;;;;;;;;;;22,22;11,11;7,41;7,41;37,04;7,41;0;7,41;0;15,38;7,69;38,46;15,38;15,38;7,69;0;0;0;15,38;15,38;15,38;23,08;7,69;15,38;7,69;0;0;0;0;;;;;;;;;;;;;;;;;;;;;15,38;7,69;38,46;15,38;15,38;7,69;0;0;0;15,38;15,38;15,38;23,08;7,69;15,38;7,69;0;0;0;0
2021;24;Rio Grande do Norte;Privada;Rural;Interior;746,97;764,26;189,4;198,87;256,88;269,26;0;257,42;271,25;275,24;;;271,25;275,24;0;0;11,11;11,11;33,33;33,33;11,11;0;0;0;0;0;33,33;6,67;13,33;20;13,33;13,33;13,04;13,04;17,39;13,04;17,39;13,04;4,35;8,7;0;0;0;13,04;13,04;34,78;13,04;4,35;17,39;4,35;0;0;0;14,29;21,43;14,29;10,71;21,43;7,14;10,71;0;0;3,57;21,43;14,29;10,71;25;14,29;10,71;0;0;0;;;;;;;;;;;22,22;11,11;7,41;7,41;37,04;7,41;0;7,41;0;15,38;7,69;38,46;15,38;15,38;7,69;0;0;0;15,38;15,38;15,38;23,08;7,69;15,38;7,69;0;0;0;0;;;;;;;;;;;;;;;;;;;;;15,38;7,69;38,46;15,38;15,38;7,69;0;0;0;15,38;15,38;15,38;23,08;7,69;15,38;7,69;0;0;0;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Total;Total;695,52;711;178,89;187,58;242,59;238,18;231,57;234,36;258,52;250,54;280,49;274,98;260,16;252,36;21,37;17,11;18,26;16,35;11,32;6,76;4,28;1,39;3,16;7,18;13,77;24,55;19,58;16,94;6,92;7,56;1,32;2,16;14,71;19,34;16,78;15,94;13,74;10,21;5,72;2,52;0,95;0,09;5,7;14,27;21,94;21,91;16,97;10,9;5,51;2,15;0,52;0,13;0,01;19,4;17,09;19,34;18,51;13,99;7,83;3,08;0,74;0,03;21,03;17,89;20,83;18,4;13,47;6,4;1,5;0,36;0,12;0;25,39;21,93;20,54;14,91;10,06;5,08;1,31;0,59;0,18;0;24,21;19,33;20,7;15,4;12,44;5,41;1,87;0,64;0;25,57;17,68;19,2;17,59;11,89;6,03;1,76;0,27;0;30,57;18,76;19,57;16,59;9,02;3,9;1,25;0,27;0,05;0,01;0;14,36;12,18;15,78;19,62;18,72;13,14;5,21;1;0;16,31;11,73;19,4;19,6;18,8;9,76;3,26;0,86;0,26;0;0;24,73;17,27;18,94;17,74;12,4;6,57;2,02;0,32;0;29,5;18,24;19,56;16,82;9,76;4,33;1,4;0,32;0,07;0,01;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Total;Capital;679,65;692,01;182,12;189,21;248,84;241,73;237,05;240,57;267,04;256,2;297,38;288,69;269,16;258,47;35,08;12,73;17,97;15,8;10,89;2,34;4,23;0,19;0,77;15,38;19,63;20,42;25,4;11,93;5,9;1,2;0,14;0;13,72;17,28;16,44;16,38;14,71;11,4;6,36;2,59;1,03;0,1;5,51;13,11;21,25;21,78;18,65;11,24;5,92;2,01;0,45;0,08;0;14,54;16,09;18,99;20,85;16,19;9,5;3,3;0,52;0,03;17,85;17,1;21,59;20,11;14,27;7,59;1,16;0,24;0,1;0;19,3;21,64;23,02;15,72;13,44;5;1,28;0,38;0,22;0;17,31;21,23;23,34;14,62;13,69;6,74;2,08;0,97;0;21,23;15,38;17,2;19,82;14,66;8,83;2,53;0,35;0;26,6;16,91;19,56;19,55;10,93;4,15;2,01;0,23;0,04;0;0;6,74;8,4;12,64;17,64;25,82;17,8;8,93;2,03;0;9,98;6,54;19,22;20,47;24,14;12,99;5,58;0,85;0,24;0;0;20,22;14,9;16,88;19,67;15,43;9,45;2,98;0,47;0;25,44;16,19;19,53;19,62;11,86;4,77;2,26;0,28;0,06;0;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Total;Interior;698,91;715,06;178,26;187,26;241,27;237,42;230,41;233,04;256,37;249,11;276,62;271,84;257,91;250,84;18,44;18,04;18,32;16,47;11,42;7,7;4,29;1,64;3,67;5,43;12,52;25,44;18,34;18,02;7,14;8,92;1,58;2,62;14,9;19,74;16,85;15,86;13,55;9,98;5,6;2,5;0,93;0,09;5,74;14,5;22,08;21,93;16,64;10,83;5,43;2,18;0,54;0,14;0,01;20,43;17,31;19,41;18,01;13,53;7,47;3,03;0,78;0,03;21,7;18,06;20,68;18,04;13,3;6,15;1,57;0,38;0,12;0;26,69;22;20,02;14,74;9,34;5,1;1,31;0,63;0,17;0;25,68;18,92;20,14;15,57;12,17;5,13;1,82;0,57;0;26,66;18,26;19,7;17,03;11,19;5,33;1,57;0,24;0;31,56;19,23;19,57;15,85;8,54;3,83;1,06;0,29;0,05;0,01;0;16,1;13,05;16,49;20,07;17,1;12,07;4,36;0,76;0;17,76;12,92;19,44;19,41;17,57;9,03;2,73;0,87;0,27;0;0;25,86;17,87;19,46;17,26;11,64;5,84;1,78;0,28;0;30,51;18,75;19,56;16,12;9,23;4,23;1,19;0,33;0,07;0,01;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Urbana;Total;695,57;710,94;181,96;190,09;244,34;239,58;233,05;236,12;258,99;250,99;280,62;274,91;260,64;252,82;21,84;16,82;18,73;15,39;10,54;7,36;3,85;1,64;3,82;5,69;14,82;25,91;18,84;17,4;7,01;6,79;1,53;2,01;13,55;18,06;16,45;16,25;14,37;11,08;6,26;2,81;1,05;0,11;5,1;13,28;21,25;21,72;17,74;11,72;6,04;2,42;0,58;0,14;0,01;18,33;16,49;19,46;18,99;14,32;8,31;3,26;0,8;0,03;20,3;17,45;20,84;18,56;13,87;6,83;1,61;0,4;0,13;0;24,23;21,65;20,86;14,93;10,67;5,45;1,52;0,54;0,15;0;22,71;19,36;20,89;15,84;12,65;5,94;1,99;0,64;0;25,37;17,41;19,18;17,79;12,02;6,15;1,81;0,27;0;30,17;18,75;19,65;16,77;9,11;3,94;1,28;0,27;0,05;0,01;0;14,39;12,12;15,62;19,72;18,56;13,31;5,28;1,01;0;16,29;11,77;19,36;19,64;18,9;9,65;3,24;0,88;0,27;0;0;24,54;17,01;18,91;17,94;12,51;6,7;2,07;0,32;0;29,11;18,21;19,63;16,98;9,85;4,38;1,43;0,32;0,07;0,01;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Urbana;Capital;679,65;692,01;182,12;189,21;248,84;241,73;237,05;240,57;267,04;256,2;297,38;288,69;269,16;258,47;35,08;12,73;17,97;15,8;10,89;2,34;4,23;0,19;0,77;15,38;19,63;20,42;25,4;11,93;5,9;1,2;0,14;0;13,72;17,28;16,44;16,38;14,71;11,4;6,36;2,59;1,03;0,1;5,51;13,11;21,25;21,78;18,65;11,24;5,92;2,01;0,45;0,08;0;14,54;16,09;18,99;20,85;16,19;9,5;3,3;0,52;0,03;17,85;17,1;21,59;20,11;14,27;7,59;1,16;0,24;0,1;0;19,3;21,64;23,02;15,72;13,44;5;1,28;0,38;0,22;0;17,31;21,23;23,34;14,62;13,69;6,74;2,08;0,97;0;21,23;15,38;17,2;19,82;14,66;8,83;2,53;0,35;0;26,6;16,91;19,56;19,55;10,93;4,15;2,01;0,23;0,04;0;0;6,74;8,4;12,64;17,64;25,82;17,8;8,93;2,03;0;9,98;6,54;19,22;20,47;24,14;12,99;5,58;0,85;0,24;0;0;20,22;14,9;16,88;19,67;15,43;9,45;2,98;0,47;0;25,44;16,19;19,53;19,62;11,86;4,77;2,26;0,28;0,06;0;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Urbana;Interior;699,9;716,08;181,91;190,32;243,2;239,03;232,04;234,99;256,88;249,63;276,72;271,71;258,43;251,35;18,25;17,93;18,94;15,28;10,44;8,73;3,75;2,04;4,65;3,06;13,52;27,4;17,05;18,88;7,31;8,31;1,91;2,55;13,51;18,26;16,46;16,22;14,28;11;6,23;2,87;1,06;0,11;4,99;13,32;21,25;21,7;17,51;11,85;6,07;2,52;0,62;0,16;0,01;19,3;16,6;19,58;18,52;13,84;8;3,26;0,87;0,03;20,93;17,54;20,65;18,17;13,77;6,64;1,73;0,44;0,14;0;25,48;21,65;20,31;14,73;9,97;5,56;1,58;0,58;0,14;0;24,08;18,88;20,27;16,14;12,38;5,74;1,96;0,55;0;26,46;17,95;19,7;17,26;11,32;5,45;1,62;0,24;0;31,11;19,23;19,67;16,03;8,63;3,88;1,09;0,29;0,06;0,01;0;16,16;12,98;16,32;20,2;16,87;12,27;4,43;0,77;0;17,76;12,99;19,39;19,45;17,68;8,88;2,7;0,88;0,27;0;0;25,66;17,56;19,43;17,49;11,75;5,98;1,84;0,28;0;30,07;18,74;19,65;16,3;9,33;4,27;1,22;0,33;0,07;0,01;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Rural;Total;695,26;711,27;166,77;177,63;231,85;229,57;222,3;223,38;244,6;237,21;270,58;279,76;245,4;238,52;19,15;18,47;16,03;20,92;15,05;3,9;6,32;0,17;0;14,23;8,82;18,12;23,13;14,79;6,52;11,21;0,32;2,86;19,27;24,4;18,07;14,71;11,25;6,78;3,6;1,36;0,54;0,03;8,09;18,18;24,67;22,67;13,91;7,63;3,4;1,1;0,29;0,06;0;25,95;20,79;18,58;15,52;11,98;4,89;1,92;0,35;0,03;25,48;20,61;20,82;17,41;11;3,76;0,77;0,12;0,04;0;32,7;23,72;18,56;14,79;6,24;2,79;0;0,9;0,31;0;33,62;19,14;19,54;12,7;11,13;2,08;1,13;0,67;0;31,34;25,56;19,86;11,73;8,24;2,6;0,41;0,27;0;42,08;19,31;17,18;11,57;6,61;2,62;0,37;0,27;0;0;0;12,17;16,93;27,51;12,17;31,22;0;0;0;0;17,99;8,47;22,75;16,93;11,11;17,99;4,76;0;0;0;0;30,75;25,29;20,1;11,74;8,95;2,52;0,39;0,26;0;41,34;18,97;17,35;11,74;6,75;3,09;0,5;0,26;0;0;0
2021;24;Rio Grande do Norte;Total - Estadual e Municipal;Rural;Interior;695,26;711,27;166,77;177,63;231,85;229,57;222,3;223,38;244,6;237,21;270,58;279,76;245,4;238,52;19,15;18,47;16,03;20,92;15,05;3,9;6,32;0,17;0;14,23;8,82;18,12;23,13;14,79;6,52;11,21;0,32;2,86;19,27;24,4;18,07;14,71;11,25;6,78;3,6;1,36;0,54;0,03;8,09;18,18;24,67;22,67;13,91;7,63;3,4;1,1;0,29;0,06;0;25,95;20,79;18,58;15,52;11,98;4,89;1,92;0,35;0,03;25,48;20,61;20,82;17,41;11;3,76;0,77;0,12;0,04;0;32,7;23,72;18,56;14,79;6,24;2,79;0;0,9;0,31;0;33,62;19,14;19,54;12,7;11,13;2,08;1,13;0,67;0;31,34;25,56;19,86;11,73;8,24;2,6;0,41;0,27;0;42,08;19,31;17,18;11,57;6,61;2,62;0,37;0,27;0;0;0;12,17;16,93;27,51;12,17;31,22;0;0;0;0;17,99;8,47;22,75;16,93;11,11;17,99;4,76;0;0;0;0;30,75;25,29;20,1;11,74;8,95;2,52;0,39;0,26;0;41,34;18,97;17,35;11,74;6,75;3,09;0,5;0,26;0;0;0
2021;24;Rio Grande do Norte;Total - Federal, Estadual e Municipal;Total;Total;695,67;711,07;178,98;187,64;242,59;238,18;231,57;234,36;258,52;250,54;315,4;315,36;270,98;264,74;21,34;17,08;18,23;16,33;11,31;6,78;4,31;1,43;3,18;7,17;13,75;24,53;19,58;16,94;6,94;7,59;1,33;2,16;14,69;19,32;16,76;15,92;13,75;10,24;5,72;2,54;0,96;0,09;5,7;14,26;21,92;21,89;16,97;10,91;5,52;2,16;0,53;0,13;0,01;19,4;17,09;19,34;18,51;13,99;7,83;3,08;0,74;0,03;21,03;17,89;20,83;18,4;13,47;6,4;1,5;0,36;0,12;0;25,39;21,93;20,54;14,91;10,06;5,08;1,31;0,59;0,18;0;24,21;19,33;20,7;15,4;12,44;5,41;1,87;0,64;0;25,57;17,68;19,2;17,59;11,89;6,03;1,76;0,27;0;30,57;18,76;19,57;16,59;9,02;3,9;1,25;0,27;0,05;0,01;0;5,19;4,68;7,72;13,18;19,9;25,47;18,92;4,72;0,22;6,16;5,36;10,23;14,89;17,26;19,52;13,96;7,71;3,78;1,12;0;21,11;14,83;16,69;16,62;13,64;10,29;5,52;1,24;0,05;25,22;15,83;17,52;16,22;10,83;7,32;4,04;1,9;0,87;0,25;0
2021;24;Rio Grande do Norte;Total - Federal, Estadual e Municipal;Total;Capital;680,66;692,59;182,62;189,6;248,84;241,73;237,05;240,57;267,04;256,2;329,12;328,1;280,84;272,19;34,77;12,63;17,81;15,69;10,83;2,51;4,38;0,45;0,93;15,24;19,45;20,35;25,3;11,95;6,04;1,42;0,19;0,06;13,63;17,16;16,33;16,27;14,73;11,57;6,36;2,71;1,1;0,14;5,48;13,05;21,12;21,66;18,67;11,33;6,01;2,09;0,47;0,12;0;14,54;16,09;18,99;20,85;16,19;9,5;3,3;0,52;0,03;17,85;17,1;21,59;20,11;14,27;7,59;1,16;0,24;0,1;0;19,3;21,64;23,02;15,72;13,44;5;1,28;0,38;0,22;0;17,31;21,23;23,34;14,62;13,69;6,74;2,08;0,97;0;21,23;15,38;17,2;19,82;14,66;8,83;2,53;0,35;0;26,6;16,91;19,56;19,55;10,93;4,15;2,01;0,23;0,04;0;0;2,17;2,58;4,92;9,91;18,91;26,62;27,77;6,49;0,63;3,26;4,6;9,53;11,23;15,07;19,87;17,13;10,85;6,45;2;0;16,99;12,53;14,47;17,62;15,6;12,78;8,14;1,72;0,14;21,41;14,17;17,33;17,7;11,85;7,65;5,38;2,59;1,47;0,45;0
2021;24;Rio Grande do Norte;Total - Federal, Estadual e Municipal;Total;Interior;698,91;715,06;178,26;187,26;241,27;237,42;230,41;233,04;256,37;249,11;311,87;312,08;268,49;262,85;18,44;18,04;18,32;16,47;11,42;7,7;4,29;1,64;3,67;5,43;12,52;25,44;18,34;18,02;7,14;8,92;1,58;2,62;14,9;19,74;16,85;15,86;13,55;9,98;5,6;2,5;0,93;0,09;5,74;14,5;22,08;21,93;16,64;10,83;5,43;2,18;0,54;0,14;0,01;20,43;17,31;19,41;18,01;13,53;7,47;3,03;0,78;0,03;21,7;18,06;20,68;18,04;13,3;6,15;1,57;0,38;0,12;0;26,69;22;20,02;14,74;9,34;5,1;1,31;0,63;0,17;0;25,68;18,92;20,14;15,57;12,17;5,13;1,82;0,57;0;26,66;18,26;19,7;17,03;11,19;5,33;1,57;0,24;0;31,56;19,23;19,57;15,85;8,54;3,83;1,06;0,29;0,05;0,01;0;5,97;5,22;8,44;14,02;20,15;25,17;16,64;4,27;0,12;6,9;5,56;10,41;15,83;17,83;19,44;13,14;6,9;3,1;0,89;0;22,15;15,42;17,25;16,37;13,15;9,66;4,86;1,12;0,03;26,18;16,25;17,57;15,85;10,57;7,24;3,7;1,73;0,72;0,2;0
