CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
27;Alagoas;Total - Federal, Estadual, Municipal e Privada;Total;200,11;215,85;250,59;255,63;267,36;263,12;6,58;12,89;15,55;16,57;15,95;14;9,75;5,52;2,61;0,59;1,77;7,41;14,21;17,88;17,33;15,8;11,78;7,79;3,84;2,13;0,06;16,67;14,6;17,99;18,17;15,82;10,17;5,05;1,5;0,04;14,86;13,47;17,48;18,87;16,17;10,26;4,97;2,59;1,34;0;21,11;16,26;18,38;17,79;13,71;8,29;3,68;0,69;0,08;24,32;16,33;18,81;16,8;12,49;6,36;3,27;1,13;0,44;0,06;0
27;Alagoas;Total - Federal, Estadual, Municipal e Privada;Urbana;204,29;218,73;251,85;256,38;267,95;263,83;5,55;11,17;14,65;16,58;16,6;15,3;10,81;6,01;2,73;0,61;1,48;6,29;13,05;17,64;17,95;16,57;12,53;8,31;4,07;2,06;0,05;16,25;14,1;17,68;18,32;16,16;10,5;5,37;1,58;0,04;14,42;13,43;17,32;18,94;16,45;10,41;5,01;2,62;1,41;0;20,84;16,05;18,28;17,93;13,83;8,46;3,83;0,7;0,09;23,94;16,19;18,85;16,77;12,64;6,51;3,41;1,16;0,46;0,06;0
28;Sergipe;Estadual;Rural;189,66;204,49;242,24;242,22;249,87;249,88;8,87;11,8;19,49;20,81;19,03;8,44;4,19;6,05;0,66;0,66;0,71;9,53;18,18;20,48;19,55;15,92;8,16;5,5;1,97;0;0;16,06;19,38;23,1;18,61;13,75;6,47;1,5;1,14;0;18,01;13,71;26,12;22,02;11,47;6,28;1,16;1,24;0;0;32,23;19,2;20,11;14,07;9,14;4,49;0,6;0,14;0;31,68;18,59;20,34;16,09;8,37;3,89;1,04;0;0;0;0
28;Sergipe;Estadual;Total;194,34;205,95;242,15;243,71;261,17;258,58;5,15;13,28;18,81;20,22;16,75;12,64;8,03;3,37;1,46;0,31;1,16;6,23;16,73;23,21;22,39;15,48;8,71;3,87;1,62;0,61;0;19,53;16,54;19,56;19,67;13,71;7,33;2,82;0,83;0,02;17,42;16,09;20,92;20,6;15,27;7,11;2,03;0,44;0,12;0;25,01;16,75;19,17;16,59;12,08;7,2;2,66;0,5;0,03;26,22;16,66;19,51;17,35;11,34;5,9;2,08;0,65;0,21;0,06;0
28;Sergipe;Estadual;Urbana;194,45;205,98;242,15;243,76;261,78;259,04;5,06;13,31;18,79;20,2;16,69;12,74;8,13;3,3;1,48;0,3;1,17;6,15;16,7;23,27;22,46;15,47;8,72;3,83;1,61;0,62;0;19,67;16,43;19,42;19,71;13,7;7,36;2,87;0,81;0,02;17,4;16,18;20,72;20,55;15,41;7,14;2,06;0,41;0,13;0;24,62;16,62;19,12;16,73;12,24;7,35;2,77;0,52;0,03;25,93;16,56;19,46;17,42;11,5;6,01;2,14;0,69;0,23;0,07;0
28;Sergipe;Federal;Rural;;;;;299,52;292,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;16,67;0;50;0;16,67;16,67;0;0;0;16,67;16,67;33,33;16,67;0;16,67;0;0;0;0
28;Sergipe;Federal;Total;;;277,8;292,13;309,29;318;;;;;;;;;;;;;;;;;;;;;;5,61;7,42;7,59;20,62;32,18;19,15;5,44;1,98;0;1,98;3,97;13,54;17,34;18,81;22,27;12,86;7,42;1,81;0;1,79;7,25;10,76;23,07;13,17;25,57;16,83;1,56;0;0;3,9;7,25;18,32;26,89;21,9;13,95;7,79;0;0;0
28;Sergipe;Federal;Urbana;;;277,8;292,13;312,26;325,77;;;;;;;;;;;;;;;;;;;;;;5,61;7,42;7,59;20,62;32,18;19,15;5,44;1,98;0;1,98;3,97;13,54;17,34;18,81;22,27;12,86;7,42;1,81;0;2,34;4,37;14,04;14,85;17,19;28,28;16,88;2,03;0;0;0;4,37;13,74;30,01;28,59;13,12;10,17;0;0;0
28;Sergipe;Municipal;Rural;175,11;190,78;233,78;238,2;;;11,52;20,86;22,73;18,23;12,35;8,4;3,74;1,62;0,43;0,13;3,33;12,54;23,15;24,22;17,03;10,26;5,9;2,56;0,78;0,22;0;22,53;20,22;22,26;17,65;11,13;4,4;1,37;0,45;0;18,4;18,89;22,74;20,8;12,11;5,45;1,29;0,19;0,12;0;;;;;;;;;;;;;;;;;;;;
28;Sergipe;Municipal;Total;180,41;194,56;239,78;242,63;;;9,27;18,4;21,93;19,3;14,39;9,42;4,61;1,93;0,62;0,13;2,47;10,57;21,21;24,58;19,27;12,06;6,38;2,52;0,74;0,21;0;19,9;17,78;21,26;18,68;13,18;6,53;2,14;0,53;0;16,83;16,96;21,68;21,06;14,53;6,81;1,68;0,35;0,1;0;;;;;;;;;;;;;;;;;;;;
28;Sergipe;Municipal;Urbana;183,41;196,71;243,38;245,29;;;8;17,01;21,47;19,91;15,55;10;5,11;2,1;0,72;0,13;1,98;9,45;20,11;24,78;20,54;13,07;6,65;2,51;0,72;0,2;0;18,32;16,32;20,66;19,3;14,42;7,8;2,6;0,59;0;15,89;15,8;21,05;21,21;15,98;7,63;1,91;0,44;0,09;0;;;;;;;;;;;;;;;;;;;;
28;Sergipe;Privada;Rural;224,39;242,56;282,52;279,9;;;3,13;3,13;12,5;6,25;18,75;28,13;15,63;9,38;3,13;0;0;0;6,25;12,5;12,5;25;18,75;15,63;9,38;0;0;8,7;8,7;13,04;8,7;21,74;17,39;17,39;4,35;0;0;13,04;17,39;13,04;26,09;13,04;8,7;8,7;0;0;;;;;;;;;;;;;;;;;;;;
28;Sergipe;Privada;Total;227,91;238,49;281,58;289,14;315,36;322,6;1,2;2,6;8,06;15,66;19,59;21,62;16,55;9,16;4,57;0,99;0,56;1,34;4,92;12,57;19,77;20,48;19,87;12,47;5,35;2,59;0,09;8,16;5,87;11,43;14,24;19,19;20,63;13,35;7,05;0,07;3,67;4,19;11,38;17,24;22,45;17,58;14,26;6,69;2,54;0;5,39;4,58;9,37;13,1;18,52;24,92;17,92;5,8;0,4;5,3;5,41;8,59;14,02;16,2;18,54;13,73;8,65;6,7;2,85;0
28;Sergipe;Privada;Urbana;227,96;238,43;281,58;289,18;315,36;322,6;1,18;2,59;7,99;15,8;19,6;21,53;16,56;9,16;4,59;1;0,57;1,35;4,9;12,57;19,88;20,41;19,88;12,42;5,3;2,63;0,09;8,16;5,86;11,42;14,27;19,18;20,65;13,33;7,06;0,07;3,68;4,16;11,35;17,26;22,44;17,6;14,28;6,68;2,55;0;5,39;4,58;9,37;13,1;18,52;24,92;17,92;5,8;0,4;5,3;5,41;8,59;14,02;16,2;18,54;13,73;8,65;6,7;2,85;0
28;Sergipe;Total - Estadual e Municipal;Rural;175,4;191,05;234,46;238,52;249,87;249,88;11,46;20,68;22,66;18,28;12,48;8,4;3,75;1,7;0,44;0,14;3,28;12,48;23,06;24,15;17,08;10,37;5,94;2,61;0,81;0,22;0;22,01;20,15;22,32;17,72;11,34;4,57;1,38;0,5;0;18,37;18,47;23,01;20,9;12,06;5,52;1,28;0,27;0,11;0;32,23;19,2;20,11;14,07;9,14;4,49;0,6;0,14;0;31,68;18,59;20,34;16,09;8,37;3,89;1,04;0;0;0;0
28;Sergipe;Total - Estadual e Municipal;Total;183,7;197,25;240,9;243,14;261,17;258,58;8,3;17,19;21,19;19,52;14,95;10,18;5,42;2,27;0,81;0,17;2,16;9,54;20,15;24,25;20,01;12,86;6,93;2,84;0,95;0,3;0;19,73;17,2;20,46;19,15;13,43;6,9;2,46;0,67;0,01;17,11;16,55;21,33;20,84;14,88;6,95;1,84;0,39;0,11;0;25,01;16,75;19,17;16,59;12,08;7,2;2,66;0,5;0,03;26,22;16,66;19,51;17,35;11,34;5,9;2,08;0,65;0,21;0,06;0
28;Sergipe;Total - Estadual e Municipal;Urbana;186,96;199,69;242,67;244,41;261,78;259,04;7,05;15,82;20,61;20;15,92;10,88;6,08;2,49;0,96;0,18;1,72;8,39;19,02;24,3;21,16;13,84;7,31;2,93;1,01;0,34;0;19,1;16,38;19,95;19,54;14,01;7,55;2,76;0,72;0,01;16,76;16,02;20,86;20,83;15,65;7,35;2;0,42;0,11;0;24,62;16,62;19,12;16,73;12,24;7,35;2,77;0,52;0,03;25,93;16,56;19,46;17,42;11,5;6,01;2,14;0,69;0,23;0,07;0
28;Sergipe;Total - Federal, Estadual e Municipal;Rural;175,4;191,05;234,46;238,52;250,9;250,76;11,46;20,68;22,66;18,28;12,48;8,4;3,75;1,7;0,44;0,14;3,28;12,48;23,06;24,15;17,08;10,37;5,94;2,61;0,81;0,22;0;22,01;20,15;22,32;17,72;11,34;4,57;1,38;0,5;0;18,37;18,47;23,01;20,9;12,06;5,52;1,28;0,27;0,11;0;31,56;19,15;19,69;14,82;8,96;4,75;0,94;0,14;0;31,02;18,55;20,26;16,45;8,54;3,81;1,37;0;0;0;0
28;Sergipe;Total - Federal, Estadual e Municipal;Total;183,7;197,25;240,99;243,27;261,4;258,85;8,3;17,19;21,19;19,52;14,95;10,18;5,42;2,27;0,81;0,17;2,16;9,54;20,15;24,25;20,01;12,86;6,93;2,84;0,95;0,3;0;19,69;17,17;20,43;19,15;13,48;6,93;2,47;0,68;0,01;17,07;16,52;21,31;20,83;14,89;6,99;1,87;0,41;0,12;0;24,9;16,71;19,13;16,62;12,09;7,29;2,73;0,51;0,03;26,1;16,61;19,45;17,36;11,41;5,97;2,14;0,69;0,21;0,06;0
28;Sergipe;Total - Federal, Estadual e Municipal;Urbana;186,96;199,69;242,79;244,57;261,97;259,29;7,05;15,82;20,61;20;15,92;10,88;6,08;2,49;0,96;0,18;1,72;8,39;19,02;24,3;21,16;13,84;7,31;2,93;1,01;0,34;0;19,05;16,35;19,9;19,54;14,07;7,59;2,77;0,72;0,01;16,71;15,98;20,84;20,82;15,66;7,4;2,04;0,45;0,12;0;24,54;16,57;19,1;16,72;12,26;7,43;2,82;0,53;0,03;25,83;16,5;19,41;17,41;11,57;6,09;2,18;0,72;0,22;0,07;0
28;Sergipe;Total - Federal, Estadual, Municipal e Privada;Rural;176,14;191,82;234,73;238,76;250,9;250,76;11,34;20,42;22,51;18,1;12,57;8,69;3,93;1,82;0,48;0,14;3,23;12,29;22,8;23,97;17,01;10,59;6,14;2,81;0,94;0,21;0;21,94;20,09;22,27;17,67;11,4;4,64;1,47;0,53;0;18,27;18,44;22,98;20,86;12,14;5,56;1,32;0,32;0,11;0;31,56;19,15;19,69;14,82;8,96;4,75;0,94;0,14;0;31,02;18,55;20,26;16,45;8,54;3,81;1,37;0;0;0;0
28;Sergipe;Total - Federal, Estadual, Municipal e Privada;Total;194,33;207,17;250,36;253,85;271,66;270,97;6,59;13,68;18,03;18,59;16,07;12,93;8,1;3,92;1,72;0,37;1,77;7,57;16,49;21,45;19,95;14,69;10,04;5,16;2,01;0,85;0,02;17,03;14,56;18,35;18,02;14,8;10,09;4,98;2,15;0,02;13,98;13,67;19,02;20,01;16,63;9,43;4,73;1,86;0,68;0;21,19;14,4;17,28;15,95;13,31;10,64;5,62;1,51;0,1;22,15;14,48;17,38;16,72;12,32;8,36;4,34;2,2;1,45;0,59;0
28;Sergipe;Total - Federal, Estadual, Municipal e Privada;Urbana;199,38;211,42;253,49;256,87;272,57;271,86;5,27;11,81;16,79;18,73;17,04;14,11;9,25;4,51;2,06;0,43;1,37;6,26;14,74;20,74;20,77;15,83;11,12;5,81;2,31;1,03;0,03;16,05;13,46;17,56;18,09;15,48;11,19;5,68;2,47;0,03;13,12;12,72;18,22;19,84;17,53;10,21;5,41;2,17;0,79;0;20,74;14,19;17,17;16;13,5;10,9;5,82;1,57;0,1;21,76;14,3;17,26;16,74;12,49;8,56;4,47;2,3;1,51;0,62;0
29;Bahia;Estadual;Rural;162,18;173,3;226,21;228,51;246,96;244,22;19,1;22,07;24,52;17,4;9,45;5,84;1,62;0;0;0;8,4;19,21;31,91;18,75;12,5;4,77;2,58;0,87;0,99;0;0;32,22;18,8;17,74;14,63;9,46;5,23;1,5;0,43;0;28,13;20,85;18,85;15,7;10,25;4,96;0,82;0,28;0,17;0;34,93;19,14;18,32;13,57;8,81;3,6;1,39;0,23;0;35,94;19,64;18,66;13,83;7,69;3,2;0,83;0,18;0,01;0,02;0
29;Bahia;Estadual;Total;183,46;196,29;240,79;240,71;256,25;252,41;11,49;15,99;18,54;18,21;15,99;10,63;5,02;2,7;1,42;0;4,61;10,5;20,96;20,22;18,87;11,16;7,56;3,59;1,9;0,62;0;23,3;14,88;17,38;17,45;14,41;8,43;3,33;0,81;0,02;20,13;16,61;19,92;19,14;14,51;7,12;1,95;0,51;0,12;0;29,64;16,42;17,57;15,64;11,51;6,4;2,34;0,46;0,01;31,26;17,49;17,98;15,79;9,94;4,93;1,9;0,57;0,11;0,03;0
29;Bahia;Estadual;Urbana;201,86;216,17;241,33;241,16;256,94;253,02;4,9;10,74;13,37;18,91;21,66;14,79;7,96;5,04;2,64;0;1,34;2,96;11,49;21,5;24,37;16,69;11,86;5,94;2,69;1,16;0;22,97;14,73;17,36;17,55;14,6;8,54;3,39;0,82;0,02;19,83;16,45;19,96;19,27;14,67;7,2;1,99;0,51;0,12;0;29,25;16,22;17,52;15,79;11,71;6,61;2,41;0,47;0,01;30,91;17,33;17,93;15,94;10,1;5,06;1,98;0,6;0,12;0,03;0
29;Bahia;Federal;Rural;;;;;316,98;317,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,92;3,05;6,77;14,38;24,38;32,54;14,67;1,29;0;1,87;5,43;10,52;10,58;26,81;28,17;9,47;4,97;0,88;1,29;0
29;Bahia;Federal;Total;;;327,68;355,68;328,66;334,39;;;;;;;;;;;;;;;;;;;;;;0;0;0,98;2,98;15,39;26,5;27,44;23,6;3,11;0;0;0;0,98;6,05;14,05;19,78;20,27;38,86;0;1,95;2,04;4,54;10,86;21,05;31,16;18,13;9,03;1,22;1,25;3,64;7,05;7,81;22,89;21,53;16,6;10,59;5,29;3,32;0
29;Bahia;Federal;Urbana;;;327,68;355,68;352,44;369,09;;;;;;;;;;;;;;;;;;;;;;0;0;0,98;2,98;15,39;26,5;27,44;23,6;3,11;0;0;0;0,98;6,05;14,05;19,78;20,27;38,86;0;0;0;0;3,72;14,29;28,33;25,16;24,79;3,72;0;0;0;2,18;14,92;8,03;31,11;22,04;14,27;7,46;0
29;Bahia;Municipal;Rural;180,87;194,58;231,54;234,35;234,29;231,57;9,91;18,54;20,89;18,73;14,17;9,6;5,12;2,07;0,83;0,14;2,99;11,38;21,04;23,32;18,47;11,8;6,68;2,95;1,07;0,29;0;26,5;19,36;19,61;16,59;10,66;5,17;1,76;0,36;0,01;23,69;18,45;20,6;18,43;11,69;5,18;1,59;0,31;0,06;0;44,93;21,95;18,67;7,72;5,19;1,07;0;0,46;0;46,65;20,09;17,72;9,87;4,81;0,85;0;0;0;0;0
29;Bahia;Municipal;Total;191,78;203,58;239,25;240,6;243,55;239,25;6,76;13,82;18,67;19,42;17;12,32;7,18;3,26;1,36;0,21;1,95;7,96;17,36;22,49;20,66;14,67;8,77;4,16;1,49;0,49;0,01;21,86;17,45;19,15;18,08;12,92;7,17;2,71;0,64;0,01;19,68;17;20,57;19,5;13,94;6,65;2,08;0,47;0,11;0;38,99;19,34;19,44;10,25;7,56;3,79;0,3;0,32;0;39,85;20,16;18,69;12,83;5,58;2,01;0,88;0;0;0;0
29;Bahia;Municipal;Urbana;196,09;207,14;242,49;243,24;264,27;256,47;5,52;11,96;17,79;19,69;18,12;13,4;7,99;3,73;1,57;0,24;1,53;6,62;15,9;22,16;21,52;15,8;9,59;4,63;1,66;0,56;0,02;19,9;16,65;18,96;18,71;13,87;8,01;3,11;0,77;0,02;17,99;16,39;20,56;19,95;14,89;7,27;2,29;0,54;0,13;0;25,7;13,49;21,16;15,92;12,86;9,9;0,97;0;0;24,62;20,3;20,87;19,46;7,31;4,6;2,84;0;0;0;0
29;Bahia;Privada;Rural;188,71;203,02;254,93;260,52;181,95;213,58;4,55;9,09;22,73;31,82;22,73;0;9,09;0;0;0;4,55;4,55;18,18;22,73;13,64;22,73;13,64;0;0;0;0;12,24;8,16;18,37;30,61;20,41;8,16;2,04;0;0;6,12;14,29;12,24;28,57;26,53;12,24;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
29;Bahia;Privada;Total;228,98;239,36;289,78;294,02;317,72;326,61;1,37;3,06;8,23;13,42;18,92;21,14;19,39;9,67;4,24;0,55;0,31;1,14;5,49;12,82;18,69;22,04;16,35;13,82;6,66;2,69;0;5,68;4,68;9;14,62;19,22;22,25;17,71;6,62;0,22;3,92;5,15;8,05;15,5;18,44;21,78;16,04;7,72;3,41;0;5,9;2,94;6,77;12,81;19,01;27,17;19,4;5,93;0,07;5,25;2,76;8;11,26;18,28;18,73;18,48;10,92;4,23;2,1;0
29;Bahia;Privada;Urbana;229,38;239,73;290,3;294,51;319,76;328,31;1,34;3;8,09;13,24;18,88;21,35;19,5;9,77;4,28;0,55;0,26;1,1;5,37;12,72;18,74;22,03;16,38;13,96;6,73;2,72;0;5,59;4,63;8,86;14,38;19,21;22,46;17,94;6,72;0,22;3,89;5,01;7,98;15,3;18,32;21,92;16,28;7,83;3,46;0;4,49;2,98;6,87;13;19,3;27,58;19,69;6,02;0,07;3,82;2,8;8,12;11,43;18,56;19,01;18,76;11,08;4,29;2,13;0
29;Bahia;Total - Estadual e Municipal;Rural;180,74;194,44;231,35;234,14;246,22;243,49;9,97;18,56;20,92;18,73;14,14;9,58;5,1;2,05;0,82;0,13;3,03;11,43;21,12;23,29;18,43;11,75;6,65;2,94;1,07;0,29;0;26,7;19,34;19,54;16,52;10,62;5,17;1,75;0,36;0,01;23,85;18,54;20,54;18,33;11,64;5,18;1,56;0,31;0,06;0;35,52;19,3;18,34;13,23;8,6;3,45;1,31;0,25;0;36,56;19,67;18,6;13,6;7,52;3,06;0,78;0,17;0,01;0,02;0
29;Bahia;Total - Estadual e Municipal;Total;191,74;203,55;239,61;240,63;256,17;252,33;6,78;13,83;18,67;19,42;16,99;12,32;7,17;3,25;1,36;0,21;1,96;7,97;17,37;22,48;20,65;14,66;8,76;4,15;1,5;0,49;0,01;22,2;16,85;18,73;17,93;13,27;7,46;2,86;0,68;0,02;19,78;16,91;20,42;19,41;14,08;6,76;2,05;0,48;0,11;0;29,7;16,44;17,58;15,61;11,49;6,38;2,33;0,46;0,01;31,31;17,5;17,98;15,77;9,91;4,92;1,89;0,57;0,11;0,03;0
29;Bahia;Total - Estadual e Municipal;Urbana;196,1;207,16;242,15;242,62;256,96;253,03;5,52;11,95;17,77;19,69;18,13;13,4;7,99;3,73;1,57;0,24;1,53;6,6;15,89;22,16;21,53;15,81;9,6;4,64;1,67;0,56;0,02;20,81;16,08;18,49;18,37;14,09;8,17;3,2;0,78;0,02;18,54;16,41;20,39;19,75;14,83;7,25;2,2;0,53;0,12;0;29,24;16,22;17,52;15,8;11,72;6,62;2,41;0,47;0,01;30,9;17,33;17,94;15,95;10,1;5,06;1,98;0,6;0,12;0,03;0
29;Bahia;Total - Federal, Estadual e Municipal;Rural;180,74;194,44;231,35;234,14;247,15;244,46;9,97;18,56;20,92;18,73;14,14;9,58;5,1;2,05;0,82;0,13;3,03;11,43;21,12;23,29;18,43;11,75;6,65;2,94;1,07;0,29;0;26,7;19,34;19,54;16,52;10,62;5,17;1,75;0,36;0,01;23,85;18,54;20,54;18,33;11,64;5,18;1,56;0,31;0,06;0;35,09;19,09;18,19;13,25;8,81;3,84;1,48;0,26;0;36,11;19,48;18,5;13,56;7,78;3,39;0,89;0,23;0,02;0,03;0
29;Bahia;Total - Federal, Estadual e Municipal;Total;191,74;203,55;239,66;240,7;256,28;252,45;6,78;13,83;18,67;19,42;16,99;12,32;7,17;3,25;1,36;0,21;1,96;7,97;17,37;22,48;20,65;14,66;8,76;4,15;1,5;0,49;0,01;22,18;16,84;18,72;17,92;13,27;7,48;2,87;0,7;0,02;19,77;16,9;20,41;19,4;14,07;6,76;2,06;0,49;0,13;0;29,66;16,42;17,56;15,6;11,5;6,42;2,35;0,47;0,01;31,27;17,48;17,97;15,76;9,93;4,94;1,92;0,58;0,12;0,03;0
29;Bahia;Total - Federal, Estadual e Municipal;Urbana;196,1;207,16;242,22;242,72;257,01;253,09;5,52;11,95;17,77;19,69;18,13;13,4;7,99;3,73;1,57;0,24;1,53;6,6;15,89;22,16;21,53;15,81;9,6;4,64;1,67;0,56;0,02;20,79;16,07;18,47;18,36;14,09;8,18;3,22;0,8;0,02;18,52;16,4;20,37;19,73;14,82;7,25;2,21;0,55;0,16;0;29,23;16,21;17,51;15,79;11,72;6,63;2,42;0,48;0,01;30,88;17,33;17,93;15,94;10,1;5,06;2;0,61;0,13;0,03;0
29;Bahia;Total - Federal, Estadual, Municipal e Privada;Rural;180,81;194,51;231,59;234,41;245,66;243,75;9,93;18,48;20,93;18,83;14,21;9,5;5,13;2,04;0,82;0,13;3,04;11,37;21,09;23,29;18,39;11,84;6,71;2,91;1,06;0,29;0;26,56;19,23;19,53;16,66;10,72;5,2;1,75;0,36;0,01;23,67;18,49;20,45;18,44;11,79;5,25;1,55;0,3;0,06;0;36,57;18,65;17,78;12,95;8,6;3,75;1,45;0,25;0;37,57;19,04;18,07;13,25;7,6;3,31;0,87;0,23;0,02;0,03;0
29;Bahia;Total - Federal, Estadual, Municipal e Privada;Total;198,85;210,39;246,68;248,16;262,68;260,17;5,75;11,77;16,67;18,27;17,36;14;9,51;4,48;1,91;0,28;1,64;6,67;15,1;20,64;20,27;16,06;10,21;6;2,48;0,91;0,01;19,87;15,14;17,36;17,46;14,11;9,54;4,95;1,53;0,05;17,55;15,25;18,68;18,86;14,68;8,86;4,02;1,5;0,59;0;27,18;15,02;16,44;15,31;12,28;8,58;4,13;1,04;0,02;28,56;15,95;16,93;15,29;10,8;6,38;3,64;1,66;0,55;0,25;0
29;Bahia;Total - Federal, Estadual, Municipal e Privada;Urbana;204,29;215,17;250,55;251,69;263,91;261,36;4,49;9,75;15,39;18,1;18,31;15,36;10,82;5,21;2,24;0,32;1,22;5,25;13,3;19,84;20,84;17,34;11,26;6,93;2,91;1,09;0,01;18,16;14,08;16,81;17,67;14,98;10,66;5,77;1,83;0,06;15,99;14,42;18,22;18,96;15,42;9,79;4,65;1,81;0,73;0;26,5;14,75;16,34;15,48;12,55;8,93;4,32;1,09;0,02;27,9;15,73;16,85;15,44;11,03;6,6;3,84;1,76;0,58;0,26;0
31;Minas Gerais;Estadual;Rural;201,65;212,35;242,93;247,18;259,27;259,79;6,15;11,1;15,27;16,43;19,12;14,19;10,08;4,68;2,46;0,51;1,75;8,02;13,27;18,64;20,12;15,56;13,92;5,59;2,19;0,88;0,06;21,08;17,01;16,44;17,88;13,94;8,96;3,8;0,84;0,05;19,05;13,85;18,33;18,88;15,42;8,75;4,09;1,42;0,23;0;26,01;16,8;20,47;16,9;10,71;6,54;2,29;0,26;0;24,54;16,37;20,54;18,27;11,52;5,84;2,22;0,56;0,11;0,02;0
31;Minas Gerais;Estadual;Total;221,99;233,41;256,33;260,5;277,38;278,26;3,01;6,31;9,86;13,85;17,34;18,52;15,92;9,4;4,87;0,92;0,87;3,38;8;13,23;17,17;19,45;17,55;12,14;5,8;2,3;0,09;16,15;11,91;15,24;17,46;17,38;13,15;6,63;2;0,07;13,31;11,31;15,53;18,4;18,9;13,47;6,02;2,31;0,77;0;17,52;12;15,95;18,35;17,36;12,32;5,37;1,08;0,03;16,27;12,37;16,72;19,73;16,57;10,89;5,16;1,72;0,46;0,11;0
31;Minas Gerais;Estadual;Urbana;222,59;234,02;256,72;260,88;277,84;278,74;2,92;6,17;9,7;13,77;17,29;18,64;16,09;9,54;4,94;0,94;0,85;3,24;7,85;13,07;17,08;19,57;17,66;12,33;5,91;2,34;0,1;16,01;11,77;15,2;17,45;17,48;13,27;6,71;2,04;0,07;13,15;11,24;15,45;18,38;19;13,6;6,07;2,33;0,78;0;17,31;11,88;15,84;18,39;17,53;12,47;5,45;1,1;0,03;16,06;12,26;16,62;19,77;16,7;11,02;5,24;1,75;0,46;0,11;0
31;Minas Gerais;Federal;Rural;;;;;354,41;376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,74;0;0;0;11,38;24,49;40,6;20,06;1,74;1,74;0;0;0;5,69;1,74;29,7;41,08;16,59;3,47;0
31;Minas Gerais;Federal;Total;253,81;270;312,95;332,61;348,77;382,65;0;1,01;3,46;3,72;11,23;25,08;24,59;19,56;9,36;1,98;0;0,55;0,45;4,69;8,23;17,7;22,94;20,78;13,79;9,95;0,92;1,39;1,5;5,33;8,17;14,26;26,18;24,39;18,04;0,74;0,51;0,8;1,29;5,61;11,62;22,37;23,24;15,81;18,76;0;2,04;1;2,15;2,59;10,11;25,16;35,1;21,23;0,62;1,16;0,63;0,94;2,89;6,26;9,28;14,81;18,31;28,97;16,74;0
31;Minas Gerais;Federal;Urbana;253,81;270;312,95;332,61;348,11;383,43;0;1,01;3,46;3,72;11,23;25,08;24,59;19,56;9,36;1,98;0;0,55;0,45;4,69;8,23;17,7;22,94;20,78;13,79;9,95;0,92;1,39;1,5;5,33;8,17;14,26;26,18;24,39;18,04;0,74;0,51;0,8;1,29;5,61;11,62;22,37;23,24;15,81;18,76;0;2,08;1,12;2,4;2,9;9,96;25,23;34,45;21,37;0,49;1,09;0,7;1,05;3,23;6,33;10,17;13,05;15,63;30,43;18,31;0
31;Minas Gerais;Municipal;Rural;210,96;224,96;250,24;253,2;299,62;309,45;3,69;8,19;12,35;17,13;18,58;18,35;11,98;6,35;2,91;0,46;1,14;4,38;10;15,57;18,81;19,71;15,55;8,87;4,14;1,75;0,07;16,2;14,79;17,69;19,39;16,2;10,31;4,15;1,23;0,04;14,95;13,12;17,96;20,05;17,34;10,1;4,55;1,55;0,37;0;7,81;10,16;5,31;12,81;27,97;28,13;7,81;0;0;7,66;2,66;2,5;12,97;30,94;28,13;12,66;2,5;0;0;0
