CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Rural;Total;178,84;190,85;232,5;228,93;235,56;240,1;20,39;22,06;18,24;14,91;8,52;4,25;1,9;0,54;0,09;2,84;13,2;23,08;22,83;17,51;11,75;6,04;2,09;0,46;0,19;0,02;25,99;18,63;18,56;18,47;12,09;4,56;1,23;0,48;0;25,65;22,5;22,04;15,52;8,85;3,75;1,32;0,32;0,03;0;42,99;19,32;15,45;12,4;7,68;1,61;0,55;0;0;38,19;20,11;19,71;12,85;6,61;1,38;0,93;0,09;0,13;0;0
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Capital;215,14;222,41;262,88;261,89;275,66;280,38;7,41;12,02;16,41;17,6;18,71;15,4;7,12;1,79;0,93;0,89;4,94;11,67;17,91;18,96;17,45;12,69;8,46;4,6;2,09;0,34;14,16;10,49;14,4;17,35;17,47;13,44;8,7;3,99;0;13,68;12,86;17,33;15,52;15,04;12,33;7,02;4,31;1,64;0,27;22,73;11,29;13,62;14,73;15,36;11,92;7,03;2,94;0,38;20,95;15,33;13,8;13,84;10,11;9,3;7,83;5;2,85;0,99;0
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Interior;194,58;204,77;241,82;240,41;254,24;255,8;14,22;18,21;17,9;16,72;12,7;8,23;3,88;1,74;0,36;1,82;8,77;17,87;20,6;19,31;14,48;10,06;4,8;1,64;0,58;0,08;22,01;15,42;18,43;17,83;14;8;3,3;1,01;0;20,8;18,59;20,55;16,28;12,06;7,22;3,02;1,13;0,29;0,05;31,8;16,84;16,33;14,6;10,69;6,09;2,81;0,78;0,06;30,37;19,57;17,81;12,15;8,99;5,14;3,2;1,54;0,82;0,4;0,01
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Total;198,25;207,92;245,72;244,39;258,44;260,62;13;17,11;17,63;16,88;13,77;9,51;4,46;1,74;0,46;1,66;8,08;16,77;20,12;19,24;15,01;10,53;5,45;2,17;0,85;0,13;20,56;14,5;17,69;17,74;14,64;9,01;4,3;1,56;0;19,48;17,52;19,95;16,14;12,62;8,17;3,76;1,72;0,54;0,09;30,02;15,75;15,8;14,62;11,6;7,24;3,63;1,2;0,12;28,53;18,74;17,03;12,48;9,21;5,95;4,11;2,22;1,21;0,52;0,01
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;215,14;222,41;262,88;261,89;275,66;280,38;7,41;12,02;16,41;17,6;18,71;15,4;7,12;1,79;0,93;0,89;4,94;11,67;17,91;18,96;17,45;12,69;8,46;4,6;2,09;0,34;14,16;10,49;14,4;17,35;17,47;13,44;8,7;3,99;0;13,68;12,86;17,33;15,52;15,04;12,33;7,02;4,31;1,64;0,27;22,73;11,29;13,62;14,73;15,36;11,92;7,03;2,94;0,38;20,95;15,33;13,8;13,84;10,11;9,3;7,83;5;2,85;0,99;0
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;197,82;207,63;242,97;241,83;254,98;256,42;12,95;17,42;17,83;17,1;13,56;9,05;4,29;1,98;0,42;1,61;7,85;16,81;20,14;19,67;15,04;10,88;5,36;1,88;0,66;0,1;21,52;15,02;18,42;17,75;14,23;8,43;3,56;1,07;0;20,2;18,1;20,37;16,37;12,46;7,65;3,23;1,23;0,32;0,06;31,36;16,74;16,37;14,68;10,81;6,27;2,9;0,81;0,06;30,06;19,55;17,74;12,13;9,08;5,29;3,29;1,59;0,84;0,42;0,01
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;201,41;210,7;247,02;245,91;259,16;261,27;11,8;16,3;17,53;17,2;14,63;10,36;4,87;1,94;0,52;1,46;7,25;15,74;19,68;19,53;15,54;11,26;6;2,45;0,95;0,15;20,02;14,1;17,6;17,67;14,89;9,45;4,6;1,67;0;18,87;17,04;19,75;16,2;12,99;8,6;4;1,86;0,59;0,1;29,61;15,64;15,81;14,69;11,73;7,41;3,73;1,24;0,13;28,22;18,69;16,94;12,47;9,29;6,1;4,21;2,28;1,25;0,53;0,01
26;Pernambuco;Estadual;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Estadual;Rural;Interior;225,49;243,2;244,81;246,73;255,46;261,4;7,57;12,05;11,23;10,6;13,49;15,27;13,07;9;2,55;0,81;7,17;11,78;10,86;12,95;11,92;8,51;8,68;11,89;9,37;6,06;17,61;14,98;22,15;19,69;14,18;7,89;2,31;1,2;0;15,81;19,55;21,45;17,1;11,56;7,9;3,84;1,74;1,01;0,05;28,01;19,25;17,87;17,66;9,91;5,03;1,82;0,45;0;24,6;19,42;18,71;15,68;10,1;6,34;3,13;1,43;0,45;0,14;0
26;Pernambuco;Estadual;Rural;Total;225,49;243,2;244,81;246,73;255,46;261,4;7,57;12,05;11,23;10,6;13,49;15,27;13,07;9;2,55;0,81;7,17;11,78;10,86;12,95;11,92;8,51;8,68;11,89;9,37;6,06;17,61;14,98;22,15;19,69;14,18;7,89;2,31;1,2;0;15,81;19,55;21,45;17,1;11,56;7,9;3,84;1,74;1,01;0,05;28,01;19,25;17,87;17,66;9,91;5,03;1,82;0,45;0;24,6;19,42;18,71;15,68;10,1;6,34;3,13;1,43;0,45;0,14;0
26;Pernambuco;Estadual;Total;Capital;217,05;219,49;247,92;242,75;266,33;263,29;8,61;12,98;13,05;18,57;17,11;12,85;6,83;5,93;1,38;1,71;6,39;9,46;15,71;22,6;18,95;11,79;10,16;2,33;0,9;0;16,83;15,44;18,64;19,38;16,37;8,65;3,42;1,27;0;17,25;18,54;22,56;18,45;12,41;6,97;2,38;1,02;0,33;0,1;22,79;14,68;17,36;17,9;14,58;8,49;3,36;0,82;0,03;22,81;17,99;20,19;15,99;11,75;6,66;3,09;0,99;0,47;0,06;0
26;Pernambuco;Estadual;Total;Interior;208,34;217,57;247,28;243,53;261,57;263,09;11,83;14,14;15,44;15,28;14,54;10,73;7,57;4,13;1,26;2,33;7,53;13,57;17,96;18,92;16,35;6,88;5,35;5,1;3,71;2,31;16,4;15,27;19,86;20,1;15,87;8,46;3,1;0,95;0;17,17;18,55;21,91;17,94;13,01;7,06;3,02;0,96;0,32;0,05;24,32;16,71;18,73;17,91;12,74;6,64;2,45;0,46;0,03;22,54;19,1;20,07;15,87;10,98;6,65;3,14;1,2;0,37;0,08;0
26;Pernambuco;Estadual;Total;Total;210,42;218,03;247,46;243,31;262,31;263,12;11,06;13,87;14,87;16,06;15,15;11,23;7,39;4,56;1,29;2,18;7,26;12,59;17,42;19,8;16,97;8,05;6,5;4,44;3,04;1,76;16,52;15,32;19,51;19,9;16,01;8,52;3,19;1,04;0;17,19;18,54;22,1;18,09;12,84;7,03;2,84;0,98;0,32;0,07;24,08;16,39;18,52;17,91;13,03;6,93;2,59;0,52;0,03;22,58;18,93;20,09;15,89;11,1;6,66;3,13;1,17;0,39;0,08;0
26;Pernambuco;Estadual;Urbana;Capital;217,05;219,49;247,92;242,75;266,33;263,29;8,61;12,98;13,05;18,57;17,11;12,85;6,83;5,93;1,38;1,71;6,39;9,46;15,71;22,6;18,95;11,79;10,16;2,33;0,9;0;16,83;15,44;18,64;19,38;16,37;8,65;3,42;1,27;0;17,25;18,54;22,56;18,45;12,41;6,97;2,38;1,02;0,33;0,1;22,79;14,68;17,36;17,9;14,58;8,49;3,36;0,82;0,03;22,81;17,99;20,19;15,99;11,75;6,66;3,09;0,99;0,47;0,06;0
26;Pernambuco;Estadual;Urbana;Interior;197,81;201,84;247,47;243,29;262;263,21;14,45;15,43;18,02;18,15;15,18;7,94;4,19;1,15;0,47;3,27;7,74;14,66;22,32;22,59;19,07;5,89;3,3;0,93;0,23;0;16,31;15,29;19,68;20,13;16;8,51;3,16;0,93;0;17,28;18,47;21,95;18,01;13,12;6,99;2,96;0,9;0,27;0,05;24,06;16,53;18,79;17,93;12,94;6,75;2,5;0,46;0,04;22,39;19,08;20,16;15,88;11,05;6,68;3,14;1,18;0,36;0,07;0
26;Pernambuco;Estadual;Urbana;Total;204,27;207,76;247,6;243,13;262,71;263,22;12,49;14,6;16,35;18,29;15,83;9,59;5,08;2,76;0,78;2,74;7,29;12,92;20,1;22,59;19,03;7,87;5,61;1,4;0,46;0;16,46;15,33;19,37;19,91;16,11;8,55;3,23;1,03;0;17,27;18,49;22,13;18,14;12,91;6,99;2,79;0,93;0,29;0,07;23,85;16,23;18,56;17,92;13,21;7,04;2,64;0,52;0,04;22,46;18,9;20,17;15,9;11,16;6,67;3,13;1,15;0,38;0,07;0
26;Pernambuco;Federal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Federal;Rural;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Federal;Rural;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Federal;Total;Capital;0;0;327,57;347,09;347,28;377,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;4,03;4,64;10,38;21,69;27,16;31,56;0;0;0;5,22;4,02;9,8;11,62;11,54;25,71;19,43;12,66;1,39;1,42;2,96;5,8;17,41;15,35;28,32;22,88;4,46;0,72;0,72;1,43;4,41;7,22;11,03;16,15;21,36;19,62;17,34;0
26;Pernambuco;Federal;Total;Interior;0;0;0;0;292,66;301,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,47;6,3;19,92;7,16;16,19;23,35;12,61;0;0;10,89;6,3;13,62;12,61;17,04;19,77;17,04;2,72;0;0;0
26;Pernambuco;Federal;Total;Total;0;0;327,57;347,09;334,46;359,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;4,03;4,64;10,38;21,69;27,16;31,56;0;0;0;5,22;4,02;9,8;11,62;11,54;25,71;19,43;12,66;4,46;2,57;6,94;6,12;17,12;17,22;24,63;17,51;3,42;3,11;2,03;4,29;6,33;9,53;13,08;16,36;16,99;15,01;13,27;0
26;Pernambuco;Federal;Urbana;Capital;0;0;327,57;347,09;347,28;377,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;4,03;4,64;10,38;21,69;27,16;31,56;0;0;0;5,22;4,02;9,8;11,62;11,54;25,71;19,43;12,66;1,39;1,42;2,96;5,8;17,41;15,35;28,32;22,88;4,46;0,72;0,72;1,43;4,41;7,22;11,03;16,15;21,36;19,62;17,34;0
26;Pernambuco;Federal;Urbana;Interior;0;0;0;0;292,66;301,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,47;6,3;19,92;7,16;16,19;23,35;12,61;0;0;10,89;6,3;13,62;12,61;17,04;19,77;17,04;2,72;0;0;0
26;Pernambuco;Federal;Urbana;Total;0;0;327,57;347,09;334,46;359,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;4,03;4,64;10,38;21,69;27,16;31,56;0;0;0;5,22;4,02;9,8;11,62;11,54;25,71;19,43;12,66;4,46;2,57;6,94;6,12;17,12;17,22;24,63;17,51;3,42;3,11;2,03;4,29;6,33;9,53;13,08;16,36;16,99;15,01;13,27;0
26;Pernambuco;Municipal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Municipal;Rural;Interior;187,81;200,08;238,26;239,83;245,53;261,68;16,21;19,72;18,7;15,68;11,18;6,65;2,76;1,12;0,35;2,5;10,73;19,1;21,42;18,19;13,27;8,32;4,19;1,75;0,43;0,1;22,25;17,43;19,86;18,76;12,39;6,24;2,48;0,6;0;20,94;18,71;21,49;16,31;11,56;6,24;3,12;1,17;0,35;0,1;35,09;18,22;24,67;9,09;7,75;5,19;0;0;0;25,99;15,54;19,5;15,59;16,87;6,52;0;0;0;0;0
26;Pernambuco;Municipal;Rural;Total;187,81;200,08;238,26;239,83;245,53;261,68;16,21;19,72;18,7;15,68;11,18;6,65;2,76;1,12;0,35;2,5;10,73;19,1;21,42;18,19;13,27;8,32;4,19;1,75;0,43;0,1;22,25;17,43;19,86;18,76;12,39;6,24;2,48;0,6;0;20,94;18,71;21,49;16,31;11,56;6,24;3,12;1,17;0,35;0,1;35,09;18,22;24,67;9,09;7,75;5,19;0;0;0;25,99;15,54;19,5;15,59;16,87;6,52;0;0;0;0;0
26;Pernambuco;Municipal;Total;Capital;202,12;207,69;250,51;247,29;0;0;9,9;16,02;20,33;19,19;15,64;9,37;4,2;1,37;0,43;1,25;6,08;14,56;22,98;22,59;16,63;10,4;3,97;1,14;0,31;0,09;16,1;13,72;17,83;19,53;17,56;10,64;3,65;0,96;0;14,61;16,73;21,79;20,94;13,32;8,76;3,16;0,54;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Municipal;Total;Interior;191,46;201,44;240,91;239,93;245,53;261,68;14,57;18,8;19,02;16,66;12,22;7,28;3,32;1,21;0,3;2,15;9,57;18,36;21,98;19,23;14,18;8,58;4,05;1,43;0,38;0,09;20,64;16,6;19,73;19,05;13,56;7,17;2,51;0,74;0;19,92;19,33;21,47;16,97;11,79;6,4;2,86;0,91;0,29;0,06;35,09;18,22;24,67;9,09;7,75;5,19;0;0;0;25,99;15,54;19,5;15,59;16,87;6,52;0;0;0;0;0
26;Pernambuco;Municipal;Total;Total;192,5;202,05;241,26;240,2;245,53;261,68;14,11;18,53;19,15;16,9;12,55;7,48;3,4;1,22;0,32;2,06;9,24;17,99;22,08;19,56;14,42;8,76;4,04;1,4;0,37;0,09;20,48;16,49;19,67;19,07;13,71;7,29;2,55;0,74;0;19,73;19,24;21,48;17,11;11,84;6,49;2,87;0,9;0,29;0,05;35,09;18,22;24,67;9,09;7,75;5,19;0;0;0;25,99;15,54;19,5;15,59;16,87;6,52;0;0;0;0;0
26;Pernambuco;Municipal;Urbana;Capital;202,12;207,69;250,51;247,29;0;0;9,9;16,02;20,33;19,19;15,64;9,37;4,2;1,37;0,43;1,25;6,08;14,56;22,98;22,59;16,63;10,4;3,97;1,14;0,31;0,09;16,1;13,72;17,83;19,53;17,56;10,64;3,65;0,96;0;14,61;16,73;21,79;20,94;13,32;8,76;3,16;0,54;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Municipal;Urbana;Interior;192,63;201,87;241,7;239,96;0;0;14,04;18,51;19,12;16,97;12,55;7,48;3,5;1,23;0,29;2,04;9,21;18,12;22,16;19,56;14,47;8,66;4;1,32;0,36;0,08;20,16;16,35;19,7;19,14;13,91;7,44;2,52;0,78;0;19,61;19,52;21,46;17,16;11,86;6,45;2,78;0,84;0,28;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Municipal;Urbana;Total;193,8;202,59;242,11;240,3;0;0;13,53;18,2;19,27;17,24;12,93;7,71;3,58;1,25;0,31;1,94;8,82;17,68;22,26;19,94;14,74;8,88;4;1,3;0,35;0,08;19,97;16,23;19,61;19,16;14,08;7,59;2,57;0,78;0;19,38;19,39;21,48;17,34;11,92;6,56;2,8;0,82;0,27;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Privada;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Privada;Rural;Interior;183,27;194,39;0;0;0;0;12,24;22,45;24,49;22,45;8,16;4,08;0;0;0;2,04;8,16;20,41;22,45;28,57;18,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Privada;Rural;Total;183,27;194,39;0;0;0;0;12,24;22,45;24,49;22,45;8,16;4,08;0;0;0;2,04;8,16;20,41;22,45;28,57;18,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Privada;Total;Capital;228,53;239,87;279,66;277,67;323,29;341,25;1,8;6,31;12,91;27,01;26,04;13,46;7,14;4,46;0,43;0;1,03;3,47;11,66;19,62;27,86;19,5;8,07;5,81;1,9;1,07;5,7;6,44;16,92;13,65;20,33;20,96;9,53;6,47;0;5,87;6,87;15,38;21,09;17,96;17,26;8,03;5,39;2,16;0;4,41;3,51;6,64;10,86;20,52;21,59;21,42;9,47;1,58;3,54;3,97;6,32;8,87;13,36;16,84;16,18;13,85;11,43;5,53;0,12
26;Pernambuco;Privada;Total;Interior;226,38;230,21;277,86;280,13;299,49;305,61;3,77;7,97;13,24;22,75;22,06;15,08;7,93;4,4;1,3;0,25;2,66;6,63;12,6;23,13;24,86;15,01;10,13;3,93;0,61;0,2;7,17;6,87;11,05;17,76;22,51;19,19;11,93;3,52;0;4,96;6,31;14,25;21,54;18,47;15,53;11,36;5,96;1,48;0,13;9,87;8,02;9,55;15,89;21,7;18,59;11,67;4,21;0,5;10,22;7,5;12,19;12,51;17,06;18,82;11,23;6,76;2,94;0,77;0
26;Pernambuco;Privada;Total;Total;226,91;232,58;278,38;279,42;309,47;320,56;3,28;7,56;13,16;23,79;23,04;14,68;7,74;4,41;1,09;0,19;2,26;5,85;12,37;22,27;25,59;16,11;9,63;4,39;0,93;0,41;6,75;6,74;12,74;16,58;21,89;19,7;11,24;4,36;0;5,22;6,47;14,58;21,41;18,33;16,03;10,4;5,8;1,67;0,09;7,58;6,13;8,33;13,78;21,2;19,85;15,76;6,42;0,96;7,42;6,02;9,73;10,98;15,51;17,99;13,31;9,73;6,5;2,77;0,05
26;Pernambuco;Privada;Urbana;Capital;228,53;239,87;279,66;277,67;323,29;341,25;1,8;6,31;12,91;27,01;26,04;13,46;7,14;4,46;0,43;0;1,03;3,47;11,66;19,62;27,86;19,5;8,07;5,81;1,9;1,07;5,7;6,44;16,92;13,65;20,33;20,96;9,53;6,47;0;5,87;6,87;15,38;21,09;17,96;17,26;8,03;5,39;2,16;0;4,41;3,51;6,64;10,86;20,52;21,59;21,42;9,47;1,58;3,54;3,97;6,32;8,87;13,36;16,84;16,18;13,85;11,43;5,53;0,12
26;Pernambuco;Privada;Urbana;Interior;227,19;230,89;277,86;280,13;299,49;305,61;3,61;7,69;13,03;22,76;22,32;15,28;8,08;4,48;1,33;0,22;2,55;6,37;12,42;23,03;24,98;15,29;10,32;4;0,62;0,2;7,17;6,87;11,05;17,76;22,51;19,19;11,93;3,52;0;4,96;6,31;14,25;21,54;18,47;15,53;11,36;5,96;1,48;0,13;9,87;8,02;9,55;15,89;21,7;18,59;11,67;4,21;0,5;10,22;7,5;12,19;12,51;17,06;18,82;11,23;6,76;2,94;0,77;0
26;Pernambuco;Privada;Urbana;Total;227,52;233,12;278,38;279,42;309,47;320,56;3,16;7,35;13;23,81;23,25;14,83;7,85;4,48;1,1;0,16;2,18;5,65;12,23;22,18;25,7;16,33;9,76;4,45;0,94;0,42;6,75;6,74;12,74;16,58;21,89;19,7;11,24;4,36;0;5,22;6,47;14,58;21,41;18,33;16,03;10,4;5,8;1,67;0,09;7,58;6,13;8,33;13,78;21,2;19,85;15,76;6,42;0,96;7,42;6,02;9,73;10,98;15,51;17,99;13,31;9,73;6,5;2,77;0,05
26;Pernambuco;Total - Estadual e Municipal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Pernambuco;Total - Estadual e Municipal;Rural;Interior;188,26;200,6;239,13;240,75;255,27;261,41;16,11;19,62;18,61;15,62;11,2;6,75;2,88;1,22;0,38;2,48;10,69;19,01;21,29;18,13;13,25;8,32;4,24;1,88;0,54;0,18;21,63;17,11;20,16;18,88;12,63;6,46;2,45;0,68;0;20,26;18,82;21,48;16,41;11,56;6,46;3,22;1,25;0,44;0,09;28,14;19,23;18;17,5;9,87;5,03;1,79;0,44;0;24,63;19,35;18,73;15,68;10,22;6,34;3,08;1,4;0,44;0,14;0
26;Pernambuco;Total - Estadual e Municipal;Rural;Total;188,26;200,6;239,13;240,75;255,27;261,41;16,11;19,62;18,61;15,62;11,2;6,75;2,88;1,22;0,38;2,48;10,69;19,01;21,29;18,13;13,25;8,32;4,24;1,88;0,54;0,18;21,63;17,11;20,16;18,88;12,63;6,46;2,45;0,68;0;20,26;18,82;21,48;16,41;11,56;6,46;3,22;1,25;0,44;0,09;28,14;19,23;18;17,5;9,87;5,03;1,79;0,44;0;24,63;19,35;18,73;15,68;10,22;6,34;3,08;1,4;0,44;0,14;0
26;Pernambuco;Total - Estadual e Municipal;Total;Capital;202,44;207,95;248,34;243,49;266,33;263,29;9,87;15,95;20,17;19,18;15,67;9,44;4,25;1,47;0,45;1,26;6,09;14,44;22,82;22,59;16,68;10,43;4,11;1,17;0,32;0,09;16,71;15,16;18,51;19,41;16,56;8,97;3,45;1,22;0;16,83;18,24;22,43;18,85;12,56;7,26;2,5;0,94;0,3;0,09;22,79;14,68;17,36;17,9;14,58;8,49;3,36;0,82;0,03;22,81;17,99;20,19;15,99;11,75;6,66;3,09;0,99;0,47;0,06;0
26;Pernambuco;Total - Estadual e Municipal;Total;Interior;191,59;201,57;243,02;241,13;261,55;263,09;14,55;18,77;18,99;16,65;12,24;7,3;3,35;1,23;0,31;2,15;9,56;18,32;21,95;19,23;14,2;8,57;4,06;1,46;0,4;0,1;19,23;16,16;19,78;19,4;14,33;7,6;2,7;0,81;0;19,01;19,07;21,62;17,29;12,19;6,62;2,91;0,93;0,3;0,06;24,33;16,71;18,74;17,9;12,74;6,64;2,45;0,46;0,03;22,54;19,1;20,07;15,87;10,99;6,65;3,13;1,2;0,37;0,08;0
26;Pernambuco;Total - Estadual e Municipal;Total;Total;192,66;202,19;243,74;241,44;262,3;263,12;14,09;18,49;19,11;16,9;12,57;7,51;3,44;1,25;0,32;2,07;9,22;17,94;22,04;19,56;14,44;8,75;4,06;1,43;0,4;0,1;18,89;16,02;19,6;19,4;14,63;7,78;2,8;0,86;0;18,71;18,96;21,73;17,5;12,24;6,71;2,86;0,93;0,3;0,06;24,09;16,4;18,53;17,9;13,02;6,93;2,59;0,52;0,03;22,58;18,93;20,09;15,89;11,11;6,66;3,13;1,17;0,39;0,08;0
26;Pernambuco;Total - Estadual e Municipal;Urbana;Capital;202,44;207,95;248,34;243,49;266,33;263,29;9,87;15,95;20,17;19,18;15,67;9,44;4,25;1,47;0,45;1,26;6,09;14,44;22,82;22,59;16,68;10,43;4,11;1,17;0,32;0,09;16,71;15,16;18,51;19,41;16,56;8,97;3,45;1,22;0;16,83;18,24;22,43;18,85;12,56;7,26;2,5;0,94;0,3;0,09;22,79;14,68;17,36;17,9;14,58;8,49;3,36;0,82;0,03;22,81;17,99;20,19;15,99;11,75;6,66;3,09;0,99;0,47;0,06;0
26;Pernambuco;Total - Estadual e Municipal;Urbana;Interior;192,66;201,87;243,86;241,21;262;263,21;14,05;18,49;19,11;16,98;12,56;7,48;3,5;1,23;0,29;2,05;9,2;18,1;22,16;19,58;14,5;8,64;4;1,32;0,36;0,08;18,72;15,95;19,69;19,51;14,69;7,84;2,76;0,83;0;18,74;19,13;21,64;17,48;12,33;6,66;2,85;0,86;0,27;0,05;24,06;16,53;18,79;17,93;12,94;6,75;2,5;0,46;0,04;22,39;19,08;20,16;15,88;11,05;6,68;3,14;1,18;0,36;0,07;0
26;Pernambuco;Total - Estadual e Municipal;Urbana;Total;193,89;202,64;244,57;241,57;262,71;263,22;13,52;18,17;19,25;17,25;12,95;7,73;3,6;1,26;0,31;1,95;8,81;17,64;22,24;19,96;14,78;8,87;4,01;1,3;0,36;0,08;18,4;15,83;19,5;19,5;14,99;8,02;2,87;0,89;0;18,43;18,99;21,77;17,7;12,37;6,75;2,79;0,87;0,28;0,05;23,85;16,23;18,56;17,92;13,21;7,04;2,64;0,52;0,04;22,46;18,9;20,17;15,9;11,16;6,67;3,13;1,15;0,38;0,07;0
26;Pernambuco;Total - Federal, Estadual e Municipal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
