CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
2;Nordeste;Privada;Urbana;Total;230,64;236,41;282,79;286,59;308,09;318,06;2,82;7,27;12,8;20,79;22,21;17,87;9,83;4,65;0,92;0,28;2,01;5,87;12,46;19,5;22,41;18,23;11,86;5,21;1,63;0,55;5,82;6,18;11,21;16,36;21,2;20,72;12,52;5,99;0;4,41;6,51;12,18;16,9;19,24;18,18;12,95;6,62;2,5;0,51;7,92;5,77;9,46;14,1;20,79;20,85;14,69;5,72;0,71;7,27;6,88;10,25;12,58;15,04;16,35;13,56;9,43;6,14;2,45;0,05
2;Nordeste;Total - Estadual e Municipal;Rural;Capital;190,61;202,46;240,19;235,64;233,23;236,01;15,31;18,91;20,4;15,76;11,64;7,8;2,7;0,92;0,33;1,55;9,9;20,85;21,27;17,12;12,78;8,26;5,24;2,16;0,62;0,27;20,41;17,35;21,01;19,09;12,97;5,84;2,82;0,5;0;23,91;20,82;20,02;14,94;9,67;6,36;2,55;1,27;0,32;0,13;45,49;20,99;16,88;10,42;4,71;1,27;0,18;0,08;0;38,55;25,4;20,36;10,37;3,87;0,96;0,26;0,23;0;0;0
2;Nordeste;Total - Estadual e Municipal;Rural;Interior;182,84;193,94;232,07;231,46;238,02;239,9;19,01;21,02;17,7;13,87;9,7;5,64;2,64;1,09;0,29;2,87;12,98;22,66;22,03;16,49;11,09;6,43;3,29;1,42;0,54;0,2;27,04;18,52;19,37;16,39;10,83;5,42;1,85;0,58;0;25,98;21,23;20,89;14,83;9,12;4,72;2,04;0,85;0,25;0,08;41,84;20,68;16,65;11,76;6,05;2,23;0,64;0,14;0;38,98;22,72;18,02;10,64;5,46;2,6;1,01;0,43;0,1;0,03;0
2;Nordeste;Total - Estadual e Municipal;Rural;Total;182,97;194,08;232,21;231,53;237,83;239,74;18,95;20,98;17,74;13,91;9,74;5,67;2,64;1,09;0,29;2,85;12,93;22,63;22,02;16,5;11,12;6,46;3,32;1,43;0,55;0,2;26,92;18,5;19,4;16,44;10,87;5,43;1,86;0,58;0;25,95;21,23;20,87;14,83;9,13;4,75;2,05;0,86;0,25;0,08;41,99;20,69;16,66;11,7;5,99;2,19;0,63;0,14;0;38,97;22,83;18,12;10,62;5,4;2,53;0,98;0,42;0,09;0,03;0
2;Nordeste;Total - Estadual e Municipal;Total;Capital;205,89;212,05;248,62;243,26;258,16;255,55;9,07;14,9;19,02;19,39;16,09;10,6;5,22;1,87;0,48;1,11;5,71;14,07;20,87;21,37;17,32;11,12;5,53;2,09;0,64;0,18;17,18;14;18,18;19,82;16,69;9,48;3,47;1,18;0;17,81;17,55;21,67;18,78;13,03;7,1;2,71;0,98;0,29;0,08;28,24;15,85;17,11;16,41;12,42;6,83;2,52;0,59;0,03;27,89;19,44;19,49;14,66;9,72;5,45;2,3;0,73;0,25;0,06;0
2;Nordeste;Total - Estadual e Municipal;Total;Interior;190,39;199,78;239,94;237,73;248,49;249,24;15,57;19,3;18,58;15,77;11,64;7,03;3,38;1,42;0,38;2,2;10,32;20,02;22,18;18,25;12,99;7,76;3,81;1,57;0,63;0,27;21,87;16,7;19,33;18,19;13,36;7,06;2,6;0,89;0;21,61;19,57;21,31;16,58;11,12;5,92;2,53;0,97;0,31;0,09;34,06;18,47;17,73;14,59;9,24;4,22;1,4;0,27;0,02;31,84;21,36;19,29;12,95;7,96;4,2;1,69;0,53;0,16;0,03;0
2;Nordeste;Total - Estadual e Municipal;Total;Total;192,37;201,34;241,25;238,56;250,17;250,34;14,74;18,74;18,63;16,23;12,21;7,49;3,61;1,48;0,4;2,06;9,73;19,26;22,01;18,65;13,54;8,19;4,03;1,63;0,63;0,26;21,16;16,29;19,15;18,43;13,86;7,42;2,73;0,94;0;21,04;19,27;21,37;16,91;11,41;6,1;2,55;0,97;0,31;0,09;33,04;18,01;17,63;14,9;9,8;4,67;1,6;0,33;0,02;31,15;21,02;19,32;13,25;8,27;4,42;1,79;0,57;0,18;0,03;0
2;Nordeste;Total - Estadual e Municipal;Urbana;Capital;206,44;212,4;248,83;243,45;258,56;255,86;8,85;14,75;18,97;19,52;16,25;10,7;5,31;1,91;0,49;1,09;5,56;13,83;20,85;21,53;17,48;11,23;5,54;2,09;0,64;0,18;17,1;13,92;18,11;19,84;16,78;9,58;3,49;1,2;0;17,65;17,46;21,71;18,88;13,12;7,12;2,72;0,97;0,29;0,07;27,96;15,76;17,12;16,5;12,55;6,92;2,56;0,6;0,03;27,73;19,35;19,47;14,73;9,81;5,53;2,33;0,74;0,25;0,06;0
2;Nordeste;Total - Estadual e Municipal;Urbana;Interior;193,54;202,21;242,57;239,82;249,37;250,03;14,14;18,59;18,95;16,55;12,44;7,61;3,69;1,55;0,42;1,92;9,21;18,92;22,24;18,98;13,78;8,32;4,03;1,63;0,66;0,31;20,15;16,09;19,31;18,79;14,21;7,6;2,86;1;0;20,15;19,02;21,46;17,16;11,78;6,32;2,69;1,01;0,33;0,09;33,4;18,28;17,82;14,83;9,52;4,38;1,46;0,28;0,02;31,23;21,24;19,39;13,14;8,17;4,34;1,74;0,54;0,17;0,03;0
2;Nordeste;Total - Estadual e Municipal;Urbana;Total;195,69;203,91;243,74;240,5;251,06;251,1;13,26;17,95;18,95;17,05;13,08;8,13;3,96;1,61;0,43;1,79;8,6;18,07;22,01;19,4;14,4;8,8;4,28;1,71;0,66;0,28;19,57;15,68;19,09;18,99;14,69;7,97;2,97;1,03;0;19,68;18,73;21,5;17,48;12,03;6,47;2,69;1;0,32;0,09;32,4;17,82;17,69;15,13;10,07;4,85;1,66;0,34;0,02;30,59;20,89;19,41;13,44;8,48;4,56;1,85;0,58;0,18;0,03;0
2;Nordeste;Total - Federal, Estadual e Municipal;Rural;Capital;190,61;202,46;240,19;235,64;233,23;236,01;15,31;18,91;20,4;15,76;11,64;7,8;2,7;0,92;0,33;1,55;9,9;20,85;21,27;17,12;12,78;8,26;5,24;2,16;0,62;0,27;20,41;17,35;21,01;19,09;12,97;5,84;2,82;0,5;0;23,91;20,82;20,02;14,94;9,67;6,36;2,55;1,27;0,32;0,13;45,49;20,99;16,88;10,42;4,71;1,27;0,18;0,08;0;38,55;25,4;20,36;10,37;3,87;0,96;0,26;0,23;0;0;0
2;Nordeste;Total - Federal, Estadual e Municipal;Rural;Interior;182,84;193,94;232,07;231,46;238,34;240,24;19,01;21,02;17,7;13,87;9,7;5,64;2,64;1,09;0,29;2,87;12,98;22,66;22,03;16,5;11,09;6,43;3,29;1,42;0,54;0,2;27,04;18,52;19,37;16,39;10,83;5,42;1,85;0,58;0;25,98;21,23;20,89;14,83;9,12;4,72;2,04;0,85;0,25;0,08;41,69;20,62;16,6;11,76;6,14;2,31;0,72;0,15;0,01;38,84;22,64;17,99;10,64;5,5;2,68;1,12;0,45;0,11;0,03;0
2;Nordeste;Total - Federal, Estadual e Municipal;Rural;Total;182,97;194,09;232,21;231,53;238,14;240,07;18,95;20,98;17,74;13,91;9,74;5,67;2,64;1,09;0,29;2,85;12,93;22,63;22,02;16,51;11,12;6,46;3,32;1,43;0,55;0,2;26,92;18,5;19,4;16,44;10,87;5,43;1,86;0,58;0;25,95;21,23;20,87;14,83;9,13;4,75;2,05;0,86;0,25;0,08;41,84;20,63;16,61;11,71;6,08;2,27;0,7;0,15;0,01;38,83;22,75;18,08;10,63;5,43;2,61;1,09;0,44;0,1;0,03;0
2;Nordeste;Total - Federal, Estadual e Municipal;Total;Capital;205,95;212,11;249;243,78;258,64;256,19;9,06;14,89;19;19,38;16,09;10,61;5,24;1,89;0,48;1,11;5,7;14,06;20,85;21,36;17,31;11,13;5,56;2,09;0,64;0,18;17,09;13,93;18,1;19,74;16,69;9,55;3,57;1,32;0;17,71;17,46;21,57;18,71;13,01;7,15;2,78;1,09;0,38;0,14;28,06;15,77;17,03;16,38;12,5;6,92;2,64;0,66;0,04;27,71;19,33;19,39;14,62;9,76;5,53;2,41;0,82;0,32;0,12;0
2;Nordeste;Total - Federal, Estadual e Municipal;Total;Interior;190,39;199,78;239,95;237,74;248,56;249,33;15,57;19,3;18,58;15,77;11,64;7,03;3,38;1,42;0,38;2,2;10,32;20,02;22,18;18,25;12,99;7,76;3,81;1,57;0,63;0,27;21,87;16,7;19,33;18,19;13,36;7,06;2,6;0,89;0;21,61;19,57;21,31;16,58;11,12;5,92;2,53;0,97;0,31;0,09;34,03;18,45;17,72;14,58;9,26;4,24;1,42;0,28;0,02;31,8;21,34;19,27;12,95;7,97;4,22;1,71;0,54;0,17;0,03;0
2;Nordeste;Total - Federal, Estadual e Municipal;Total;Total;192,38;201,35;241,32;238,65;250,33;250,53;14,74;18,74;18,63;16,23;12,21;7,49;3,62;1,48;0,4;2,06;9,73;19,25;22,01;18,65;13,54;8,19;4,03;1,63;0,63;0,26;21,15;16,28;19,14;18,42;13,86;7,44;2,75;0,96;0;21,02;19,25;21,35;16,9;11,4;6,1;2,56;0,99;0,32;0,09;32,98;17,98;17,6;14,9;9,83;4,71;1,63;0,34;0,02;31,09;20,98;19,29;13,24;8,28;4,45;1,83;0,59;0,19;0,04;0
2;Nordeste;Total - Federal, Estadual e Municipal;Urbana;Capital;206,5;212,46;249,23;243,99;259,04;256,5;8,84;14,74;18,95;19,51;16,25;10,71;5,33;1,92;0,49;1,09;5,55;13,81;20,83;21,52;17,48;11,24;5,57;2,09;0,64;0,18;17,01;13,85;18,03;19,76;16,78;9,65;3,59;1,34;0;17,56;17,37;21,61;18,81;13,1;7,17;2,78;1,08;0,38;0,14;27,78;15,68;17,03;16,47;12,62;7,01;2,68;0,67;0,04;27,54;19,23;19,37;14,69;9,85;5,6;2,44;0,83;0,32;0,12;0
2;Nordeste;Total - Federal, Estadual e Municipal;Urbana;Interior;193,54;202,21;242,58;239,83;249,43;250,1;14,14;18,59;18,95;16,55;12,44;7,61;3,69;1,55;0,42;1,92;9,21;18,92;22,24;18,98;13,78;8,32;4,03;1,63;0,66;0,31;20,14;16,09;19,31;18,79;14,21;7,61;2,86;1;0;20,15;19,02;21,45;17,16;11,78;6,32;2,69;1,01;0,33;0,09;33,38;18,27;17,82;14,82;9,53;4,4;1,48;0,29;0,02;31,21;21,22;19,38;13,14;8,18;4,35;1,76;0,55;0,17;0,03;0
2;Nordeste;Total - Federal, Estadual e Municipal;Urbana;Total;195,7;203,92;243,83;240,62;251,21;251,29;13,25;17,95;18,95;17,05;13,08;8,13;3,96;1,61;0,43;1,79;8,6;18,06;22,01;19,4;14,4;8,8;4,28;1,71;0,66;0,28;19,55;15,67;19,07;18,97;14,69;7,99;3;1,06;0;19,66;18,71;21,48;17,47;12,03;6,48;2,71;1,02;0,34;0,1;32,34;17,79;17,67;15,13;10,1;4,88;1,7;0,36;0,02;30,53;20,86;19,38;13,43;8,49;4,58;1,89;0,6;0,2;0,05;0
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;191,24;203,63;240,6;235,91;233,23;236,01;14,77;18,93;19,76;17,1;12,18;7,52;2,51;0,85;0,31;1,44;9,19;19,63;21,94;17,55;13,78;8,22;5,41;2,01;0,58;0,25;20,23;17,25;20,65;19,26;13,16;6,07;2,82;0,56;0;23,54;20,71;19,85;15,54;9,95;6,26;2,48;1,23;0,31;0,13;45,49;20,99;16,88;10,42;4,71;1,27;0,18;0,08;0;38,55;25,4;20,36;10,37;3,87;0,96;0,26;0,23;0;0;0
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;183,02;194,07;232,3;231,67;238,96;240,86;18,9;20,97;17,73;13,95;9,77;5,68;2,64;1,09;0,29;2,86;12,91;22,6;22,04;16,54;11,15;6,46;3,29;1,42;0,54;0,2;26,91;18,51;19,31;16,38;10,94;5,46;1,88;0,61;0;25,89;21,17;20,83;14,88;9,18;4,78;2,09;0,85;0,25;0,08;41,28;20,48;16,56;11,98;6,29;2,46;0,79;0,16;0,01;38,43;22,46;18,08;10,74;5,66;2,79;1,21;0,49;0,1;0,03;0
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Rural;Total;183,17;194,24;232,45;231,75;238,73;240,67;18,83;20,94;17,77;14;9,81;5,72;2,63;1,09;0,29;2,83;12,84;22,55;22,04;16,56;11,2;6,49;3,33;1,43;0,54;0,2;26,79;18,48;19,34;16,43;10,98;5,47;1,9;0,6;0;25,85;21,16;20,81;14,89;9,2;4,81;2,1;0,86;0,25;0,08;41,45;20,5;16,57;11,91;6,22;2,42;0,77;0,15;0,01;38,44;22,58;18,17;10,73;5,59;2,72;1,17;0,48;0,1;0,03;0
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Total;Capital;215,21;221,39;261,43;258,92;273,46;274,87;6,57;12,16;16,55;19,78;19,16;12,95;6,86;2,94;0,61;0,8;4,31;10,95;18,13;20,13;19,42;13,56;7,64;3,48;1,15;0,43;13,07;11,08;15,75;18,52;17,96;13,38;6,79;3,45;0;13;13,99;18,27;17,83;14,98;10,91;6,22;3,24;1,22;0,34;22,2;12,77;14,75;15,52;14,85;11,02;6,34;2,3;0,27;21,81;15,56;16,56;14,06;11,05;8,62;5,6;3,47;2,26;0,99;0,02
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Total;Interior;196,08;204,92;244,33;242,84;252,92;254,31;13,8;17,58;17,78;16,51;12,97;8,64;4,31;1,87;0,47;1,93;9,14;18,02;20,72;18,53;14,29;9,29;5,01;2,04;0,74;0,29;20,18;15,63;18,45;18,01;14,28;8,52;3,62;1,31;0;19,81;18,11;20,35;16,69;12,03;7,23;3,65;1,51;0,51;0,11;32,05;17,53;17,12;14,61;10,15;5,47;2,36;0,64;0,06;29,94;20,29;18,65;12,91;8,58;5,15;2,62;1,17;0,54;0,15;0
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Total;Total;199,4;207,78;247,65;245,96;257,4;258,8;12,54;16,64;17,57;17,08;14,05;9,39;4,75;2,06;0,49;1,73;8,3;16,8;20,27;18,81;15,18;10,03;5,46;2,29;0,81;0,31;18,8;14,74;17,93;18,11;15;9,46;4,24;1,73;0;18,49;17,31;19,95;16,91;12,6;7,95;4,15;1,84;0,65;0,16;29,91;16,49;16,6;14,81;11,17;6,68;3,23;1;0,11;28,16;19,25;18,19;13,16;9,12;5,91;3,27;1,67;0,92;0,34;0,01
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;215,76;221,8;261,79;259,31;273,9;275,3;6,38;12;16,48;19,84;19,32;13,08;6,96;2,98;0,62;0,79;4,2;10,75;18,04;20,19;19,54;13,68;7,69;3,52;1,16;0,43;12,95;10,97;15,67;18,51;18,05;13,5;6,86;3,5;0;12,81;13,88;18,25;17,87;15,07;11;6,28;3,27;1,24;0,34;21,95;12,67;14,72;15,57;14,96;11,12;6,41;2,32;0,27;21,62;15,45;16,52;14,1;11,13;8,7;5,66;3,5;2,28;1;0,02
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;200,55;208,64;247,81;246,08;254,03;255,38;12,05;16,42;17,8;17,39;14,07;9,66;4,88;2,14;0,53;1,61;7,85;16,46;20,27;19,21;15,36;10,26;5,59;2,25;0,81;0,32;18,23;14,79;18,2;18,48;15,25;9,4;4,13;1,52;0;18,05;17,22;20,21;17,21;12,86;7,94;4,1;1,7;0,59;0,13;31,32;17,29;17,17;14,82;10,45;5,71;2,49;0,67;0,07;29,26;20,11;18,69;13,08;8,81;5,34;2,73;1,23;0,58;0,16;0
2;Nordeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;203,84;211,48;251,08;249,17;258,59;259,95;10,82;15,46;17,52;17,92;15,2;10,4;5,33;2,32;0,55;1,43;7,06;15,22;19,78;19,43;16,27;11;6,05;2,52;0,89;0,34;17;13,9;17,61;18,49;15,9;10,36;4,77;1,98;0;16,82;16,44;19,75;17,36;13,37;8,66;4,61;2,06;0,74;0,18;29,17;16,23;16,61;15;11,49;6,95;3,39;1,05;0,11;27,51;19,04;18,2;13,32;9,34;6,11;3,4;1,75;0,97;0,36;0,01
3;Sudeste;Estadual;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Sudeste;Estadual;Rural;Interior;209,47;220,8;248,12;248,51;261,06;263,71;9,16;13,02;16,62;18,34;16,65;12,27;6,13;3,04;0,7;1,56;6,13;12,13;15,38;17,29;17,33;16,78;8,58;3,49;1,02;0,31;19,04;13,92;16,93;18,63;16,34;9,53;4,08;1,53;0;16,57;15,16;20,07;19,28;14,11;9,12;3,69;1,44;0,47;0,09;24,46;16,24;19,31;17,37;13,12;6,59;2,5;0,38;0,03;21,43;18,72;20,54;15,92;12,29;7,01;2,97;0,87;0,21;0,04;0
3;Sudeste;Estadual;Rural;Total;209,47;220,8;248,12;248,51;261,06;263,71;9,16;13,02;16,62;18,34;16,65;12,27;6,13;3,04;0,7;1,56;6,13;12,13;15,38;17,29;17,33;16,78;8,58;3,49;1,02;0,31;19,04;13,92;16,93;18,63;16,34;9,53;4,08;1,53;0;16,57;15,16;20,07;19,28;14,11;9,12;3,69;1,44;0,47;0,09;24,46;16,24;19,31;17,37;13,12;6,59;2,5;0,38;0,03;21,43;18,72;20,54;15,92;12,29;7,01;2,97;0,87;0,21;0,04;0
3;Sudeste;Estadual;Total;Capital;224,98;236,04;250,19;247,07;260,68;256,2;5,2;9,1;13,98;18,42;19,5;15,99;9,88;4,69;1,14;0,63;2,76;7,08;12,17;17,29;20,39;18,99;12,51;5,69;1,9;0,58;18,85;13,28;15,78;17,7;16,93;11,17;4,71;1,58;0;17,93;15,33;18,97;18,64;14,81;9,02;3,71;1,22;0,31;0,06;27;14,64;16,8;17,24;13,58;7,51;2,65;0,53;0,04;27,67;19,16;18,93;14,84;10,33;5,94;2,26;0,66;0,18;0,05;0
3;Sudeste;Estadual;Total;Interior;225,1;235,45;255,78;254,6;267,29;267,38;5,65;9,39;13,66;17,63;19,01;16,11;10,12;4,97;1,27;0,79;3,25;7,64;12,12;16,53;19,72;19,06;12,42;5,67;2,15;0,65;15,31;12,28;15,83;18,71;18,15;12,37;5,35;2,01;0;13,92;13,75;18,63;19,26;16,32;10,75;4,96;1,79;0,53;0,1;21,81;14,28;17,6;18,72;15,07;8,57;3,2;0,7;0,05;20,55;17,06;19,3;16,82;12,97;8,24;3,49;1,17;0,33;0,08;0
3;Sudeste;Estadual;Total;Total;225,06;235,64;255,11;253,7;265,8;264,87;5,51;9,29;13,76;17,89;19,17;16,07;10,04;4,88;1,23;0,73;3,09;7,46;12,14;16,78;19,94;19,03;12,45;5,68;2,07;0,63;15,74;12,4;15,82;18,59;18;12,22;5,27;1,96;0;14,4;13,94;18,67;19,18;16,14;10,54;4,81;1,72;0,51;0,09;22,97;14,36;17,42;18,39;14,73;8,33;3,08;0,66;0,05;22,15;17,53;19,22;16,38;12,37;7,72;3,21;1,05;0,3;0,07;0
3;Sudeste;Estadual;Urbana;Capital;224,98;236,04;250,19;247,07;260,68;256,2;5,2;9,1;13,98;18,42;19,5;15,99;9,88;4,69;1,14;0,63;2,76;7,08;12,17;17,29;20,39;18,99;12,51;5,69;1,9;0,58;18,85;13,28;15,78;17,7;16,93;11,17;4,71;1,58;0;17,93;15,33;18,97;18,64;14,81;9,02;3,71;1,22;0,31;0,06;27;14,64;16,8;17,24;13,58;7,51;2,65;0,53;0,04;27,67;19,16;18,93;14,84;10,33;5,94;2,26;0,66;0,18;0,05;0
3;Sudeste;Estadual;Urbana;Interior;225,55;235,88;255,98;254,76;267,43;267,47;5,55;9,28;13,57;17,61;19,07;16,22;10,24;5,03;1,28;0,76;3,17;7,51;12,03;16,51;19,79;19,12;12,53;5,74;2,18;0,66;15,21;12,24;15,8;18,71;18,19;12,44;5,38;2,02;0;13,85;13,71;18,59;19,26;16,38;10,79;5;1,79;0,54;0,1;21,75;14,24;17,56;18,75;15,11;8,61;3,22;0,71;0,05;20,53;17,02;19,27;16,84;12,98;8,26;3,5;1,17;0,34;0,08;0
3;Sudeste;Estadual;Urbana;Total;225,36;235,93;255,27;253,82;265,89;264,89;5,43;9,22;13,71;17,88;19,22;16,15;10,12;4,92;1,24;0,72;3,03;7,37;12,08;16,77;19,99;19,08;12,52;5,72;2,09;0,64;15,66;12,36;15,8;18,59;18,04;12,29;5,3;1,97;0;14,34;13,91;18,64;19,18;16,18;10,58;4,84;1,72;0,51;0,09;22,95;14,33;17,39;18,41;14,76;8,36;3,09;0,67;0,05;22,16;17,51;19,19;16,38;12,38;7,73;3,22;1,05;0,3;0,07;0
3;Sudeste;Federal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Sudeste;Federal;Rural;Interior;0;0;0;0;336,73;361,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,61;2,4;5,01;12,22;40,62;27,51;9,62;0;0;0;1,31;6,32;11,13;20,94;18,12;26;12,46;3,72;0
3;Sudeste;Federal;Rural;Total;0;0;0;0;336,73;361,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,61;2,4;5,01;12,22;40,62;27,51;9,62;0;0;0;1,31;6,32;11,13;20,94;18,12;26;12,46;3,72;0
3;Sudeste;Federal;Total;Capital;250,09;265,47;306,22;327,01;338,48;363,1;1;2,12;7,87;14,3;23,92;23,37;16,78;8,11;2,27;0;0,25;1,32;4,12;8,12;20,12;24,58;23,13;11,65;4,59;2,12;3,86;2,62;4;8,91;16,23;26,26;21,97;16,14;0;1,1;1,99;3,92;5,13;11,59;20,07;22,7;19,37;10,58;3,56;3,47;1,35;2,07;5,73;14,97;28,85;27,88;13,18;2,52;3,32;1,17;2,36;3,61;7,76;15,99;17,67;22,73;17,14;8,24;0
3;Sudeste;Federal;Total;Interior;248,59;258,14;302,55;317,06;337;377,49;0;1,58;11,47;16,02;23,91;20,89;15,88;8,71;1,55;0;0;1,47;5,88;14,58;21,01;23,6;17,47;10,32;4,12;1,55;2,1;1,67;4,81;11,63;24,99;25,87;17,01;11,91;0;1,67;3,57;4,27;7,3;15,9;20,69;22,73;13,74;6,26;3,86;3,34;2,32;2,6;5,37;15,81;27,87;26,38;14,32;1,98;0,47;1,31;2,62;2,68;8,67;12,37;12,36;18,57;26,19;14,26;0,51
3;Sudeste;Federal;Total;Total;249,8;264,02;305,57;325,27;337,83;369,41;0,8;2,01;8,58;14,64;23,92;22,88;16,6;8,23;2,13;0;0,2;1,35;4,47;9,4;20,29;24,39;22,01;11,39;4,5;2;3,55;2,46;4,15;9,39;17,76;26,19;21,1;15,4;0;1,2;2,27;3,98;5,51;12,34;20,18;22,71;18,38;9,82;3,61;3,41;1,77;2,3;5,57;15,34;28,42;27,22;13,68;2,29;2,07;1,23;2,47;3,2;8,16;14,4;15,34;20,91;21,11;10,88;0,22
3;Sudeste;Federal;Urbana;Capital;250,09;265,47;306,22;327,01;338,48;363,1;1;2,12;7,87;14,3;23,92;23,37;16,78;8,11;2,27;0;0,25;1,32;4,12;8,12;20,12;24,58;23,13;11,65;4,59;2,12;3,86;2,62;4;8,91;16,23;26,26;21,97;16,14;0;1,1;1,99;3,92;5,13;11,59;20,07;22,7;19,37;10,58;3,56;3,47;1,35;2,07;5,73;14,97;28,85;27,88;13,18;2,52;3,32;1,17;2,36;3,61;7,76;15,99;17,67;22,73;17,14;8,24;0
3;Sudeste;Federal;Urbana;Interior;248,59;258,14;302,55;317,06;337,03;379;0;1,58;11,47;16,02;23,91;20,89;15,88;8,71;1,55;0;0;1,47;5,88;14,58;21,01;23,6;17,47;10,32;4,12;1,55;2,1;1,67;4,81;11,63;24,99;25,87;17,01;11,91;0;1,67;3,57;4,27;7,3;15,9;20,69;22,73;13,74;6,26;3,86;3,66;2,29;2,62;5,41;16,15;26,65;26,28;14,77;2,18;0,51;1,44;2,74;2,33;8,43;11,54;11,81;17,86;27,51;15,27;0,55
3;Sudeste;Federal;Urbana;Total;249,8;264,02;305,57;325,27;337,88;369,71;0,8;2,01;8,58;14,64;23,92;22,88;16,6;8,23;2,13;0;0,2;1,35;4,47;9,4;20,29;24,39;22,01;11,39;4,5;2;3,55;2,46;4,15;9,39;17,76;26,19;21,1;15,4;0;1,2;2,27;3,98;5,51;12,34;20,18;22,71;18,38;9,82;3,61;3,55;1,74;2,3;5,59;15,46;27,93;27,21;13,84;2,38;2,15;1,28;2,52;3,08;8,04;14,14;15,23;20,7;21,45;11,17;0,23
3;Sudeste;Municipal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Sudeste;Municipal;Rural;Interior;212,87;222,99;252,31;252,88;285,71;294,68;6,78;12,56;18,13;20,45;17,78;12,09;6,31;2,65;0,7;0,8;4,2;9,86;16,61;20,31;20,3;15,5;8,16;3,07;0,91;0,28;15,39;12,55;17,71;20,62;18,18;10,01;4,02;1,52;0;13,56;14,16;19,95;20,51;15,72;9,87;4,23;1,58;0,34;0,07;8,52;14,64;15,08;20,79;23,88;10,46;6,62;0;0;9,49;10,76;12,39;19,26;16,25;19,84;8,43;1,5;1,38;0,7;0
3;Sudeste;Municipal;Rural;Total;212,87;222,99;252,31;252,88;285,71;294,68;6,78;12,56;18,13;20,45;17,78;12,09;6,31;2,65;0,7;0,8;4,2;9,86;16,61;20,31;20,3;15,5;8,16;3,07;0,91;0,28;15,39;12,55;17,71;20,62;18,18;10,01;4,02;1,52;0;13,56;14,16;19,95;20,51;15,72;9,87;4,23;1,58;0,34;0,07;8,52;14,64;15,08;20,79;23,88;10,46;6,62;0;0;9,49;10,76;12,39;19,26;16,25;19,84;8,43;1,5;1,38;0,7;0
