CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
29;Bahia;Total - Estadual e Municipal;Rural;Total;180,04;190,05;230,06;229,23;245,35;245,4;265,22;259,08;246,23;246;10,64;20,78;20,01;16,94;13,3;9,22;5,51;2,52;0,81;0,26;5,56;15,7;20,33;20,39;16,04;10,4;6,66;3,17;1,26;0,37;0,1;29,52;18,98;17,84;15,15;10,38;5,53;2,14;0,44;0,01;26,18;22,2;20,6;14,83;9,52;4,63;1,55;0,4;0,07;0,01;37,49;18,49;15,77;13,4;8,9;4,26;1,44;0,22;0,03;34,36;23,74;19,59;13,3;5,9;2,06;0,69;0,27;0,09;0,01;0;19,63;19,19;18,35;16,41;14,56;8,67;3,18;0;0;23,23;20,46;24,1;13,8;11,28;6,1;0,78;0;0,25;0;0;36,7;18,52;15,88;13,53;9,15;4,46;1,52;0,21;0,03;33,87;23,59;19,79;13,32;6,13;2,24;0,69;0,25;0,1;0,01;0
29;Bahia;Total - Estadual e Municipal;Total;Capital;197,73;204,93;231,03;224,33;253,88;247,3;267,93;257,92;255,21;248,31;7,09;15,14;15,47;15,44;15,82;12,94;9,49;5,67;2,14;0,81;3,44;10,75;15,35;19,32;18,29;14,08;9,78;5,25;2,57;0,9;0,27;32,05;15,86;15,62;14,67;11,57;7,06;2,57;0,57;0,04;31,72;19,85;18,75;14,52;9,21;4,14;1,34;0,37;0,09;0;32,95;14,34;15,86;15,51;11,7;6,96;2,32;0,34;0,01;33,74;22,71;18,66;13,88;6,74;3,08;0,83;0,26;0,09;0,01;0;23,55;11,59;15,38;19,54;16,81;8,22;4,04;0,88;0;23,9;22,18;21,3;15,32;10,27;4,4;1,77;0,61;0,25;0;0;32,06;14,08;15,82;15,89;12,18;7,08;2,48;0,39;0,01;32,8;22,66;18,91;14,01;7,08;3,2;0,92;0,3;0,1;0,01;0
29;Bahia;Total - Estadual e Municipal;Total;Interior;187,23;196,23;235,63;233,17;252,89;251,07;264,54;257,26;254,1;251,72;8,7;17,96;18,25;17,27;15,03;11,02;6,78;3,28;1,31;0,4;4,6;13,12;18,3;20,5;17,34;12,05;7,72;4;1,68;0,53;0,17;27,03;16,96;17,2;15,63;12,3;7,25;2,91;0,69;0,03;24,39;20,5;19,78;16,16;10,92;5,58;1,98;0,53;0,13;0,03;33;16,03;16,08;14,82;11,31;6,07;2,22;0,44;0,02;30,36;22,71;19,75;14,3;7,59;3,39;1,3;0,44;0,14;0,04;0;23,09;15,41;17,73;18,36;14,28;7,77;2,81;0,52;0,04;23,42;22,77;21,57;17,3;9,07;4,03;1,32;0,42;0,1;0;0;31,97;15,97;16,25;15,19;11,62;6,25;2,28;0,45;0,02;29,64;22,71;19,93;14,61;7,74;3,45;1,3;0,44;0,14;0,03;0
29;Bahia;Total - Estadual e Municipal;Total;Total;188,37;197,17;235,05;232,07;253,03;250,53;264,99;257,35;254,26;251,23;8,53;17,66;17,95;17,07;15,12;11,23;7,07;3,54;1,4;0,45;4,47;12,86;17,98;20,37;17,44;12,27;7,94;4,13;1,78;0,57;0,18;27,65;16,83;17,01;15,51;12,2;7,23;2,87;0,67;0,03;25,3;20,42;19,66;15,95;10,7;5,4;1,9;0,51;0,13;0,03;32,99;15,79;16,05;14,92;11,37;6,2;2,24;0,42;0,02;30,85;22,71;19,59;14,24;7,46;3,34;1,23;0,42;0,13;0,03;0;23,15;14,9;17,42;18,52;14,62;7,83;2,97;0,57;0,03;23,48;22,69;21,53;17,04;9,23;4,08;1,38;0,45;0,12;0;0;31,98;15,69;16,19;15,29;11,7;6,37;2,31;0,44;0,02;30,1;22,7;19,79;14,52;7,64;3,42;1,24;0,42;0,13;0,03;0
29;Bahia;Total - Estadual e Municipal;Urbana;Capital;197,79;204,94;231,13;224,41;253,88;247,3;267,93;257,92;255,21;248,31;7,09;15,08;15,48;15,47;15,81;12,95;9,47;5,69;2,15;0,81;3,44;10,75;15,34;19,32;18,3;14,07;9,78;5,27;2,57;0,9;0,26;31,97;15,85;15,65;14,69;11,59;7,07;2,58;0,57;0,04;31,65;19,87;18,76;14,53;9,23;4,15;1,35;0,37;0,09;0;32,95;14,34;15,86;15,51;11,7;6,96;2,32;0,34;0,01;33,74;22,71;18,66;13,88;6,74;3,08;0,83;0,26;0,09;0,01;0;23,55;11,59;15,38;19,54;16,81;8,22;4,04;0,88;0;23,9;22,18;21,3;15,32;10,27;4,4;1,77;0,61;0,25;0;0;32,06;14,08;15,82;15,89;12,18;7,08;2,48;0,39;0,01;32,8;22,66;18,91;14,01;7,08;3,2;0,92;0,3;0,1;0,01;0
29;Bahia;Total - Estadual e Municipal;Urbana;Interior;190,24;198,83;237,6;234,55;253,64;251,64;264,51;257,2;254,82;252,24;7,88;16,79;17,5;17,4;15,76;11,78;7,31;3,59;1,52;0,46;4,19;12,03;17,45;20,54;17,88;12,74;8,16;4,34;1,86;0,6;0,2;26,15;16,24;16,97;15,79;12,97;7,87;3,19;0,78;0,04;23,76;19,89;19,49;16,63;11,41;5,91;2,14;0,58;0,15;0,04;32,55;15,79;16,11;14,96;11,55;6,25;2,3;0,46;0,02;29,97;22,6;19,76;14,4;7,75;3,52;1,36;0,46;0,15;0,04;0;23,22;15,26;17,7;18,43;14,27;7,73;2,79;0,54;0,04;23,43;22,86;21,47;17,43;8,99;3,95;1,34;0,44;0,09;0;0;31,53;15,73;16,29;15,34;11,85;6,41;2,35;0,47;0,02;29,25;22,63;19,95;14,73;7,89;3,57;1,36;0,46;0,14;0,03;0
29;Bahia;Total - Estadual e Municipal;Urbana;Total;191,35;199,72;236,55;232,92;253,67;250,96;264,98;257,3;254,88;251,63;7,77;16,54;17,21;17,12;15,76;11,95;7,63;3,9;1,61;0,52;4,08;11,84;17,14;20,36;17,94;12,94;8,4;4,48;1,96;0,65;0,21;27,09;16,18;16,76;15,61;12,75;7,74;3,09;0,74;0,04;25,03;19,89;19,37;16,29;11,06;5,63;2,01;0,55;0,14;0,03;32,62;15,56;16,07;15,05;11,58;6,36;2,3;0,44;0,02;30,56;22,62;19,59;14,31;7,59;3,45;1,27;0,43;0,14;0,03;0;23,26;14,76;17,39;18,58;14,62;7,8;2,96;0,59;0,04;23,49;22,76;21,45;17,14;9,16;4,01;1,4;0,46;0,11;0;0;31,61;15,47;16,21;15,43;11,9;6,52;2,37;0,46;0,02;29,8;22,64;19,79;14,62;7,76;3,51;1,29;0,43;0,14;0,03;0
29;Bahia;Total - Federal, Estadual e Municipal;Rural;Capital;187,94;203,95;208,27;206,88;;;;;;;7,73;25,26;12,2;10,04;17,9;12,37;13,43;1,06;0;0;3,26;10,89;16,59;19,01;16,47;16,87;10,09;2,27;2,27;1,1;1,18;50,35;19,04;9,91;9,7;6,37;4,61;0;0;0;47,69;16,69;16,6;11,19;5,1;2,73;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Bahia;Total - Federal, Estadual e Municipal;Rural;Interior;180,02;190,02;230,11;229,29;245,69;245,64;284,19;275,96;249,22;248,43;10,65;20,77;20,02;16,96;13,29;9,21;5,49;2,53;0,81;0,26;5,56;15,72;20,34;20,4;16,04;10,38;6,65;3,18;1,26;0,37;0,1;29,47;18,98;17,86;15,17;10,39;5,53;2,14;0,44;0,01;26,13;22,21;20,61;14,84;9,53;4,64;1,56;0,4;0,07;0,01;37,33;18,41;15,7;13,39;9,06;4,44;1,43;0,22;0,03;34,21;23,63;19,65;13,33;5,97;2,1;0,74;0,26;0,09;0,01;0;13,31;13,61;13,87;18,7;15,58;14,5;9,27;1,16;0;16,15;14,42;19,94;18,68;14,06;11,55;2,79;2,03;0,37;0;0;35,12;17,97;15,53;13,88;9,66;5,36;2,15;0,3;0,02;32,56;22,79;19,68;13,83;6,71;2,97;0,92;0,43;0,11;0,01;0
29;Bahia;Total - Federal, Estadual e Municipal;Rural;Total;180,04;190,05;230,06;229,23;245,69;245,64;284,19;275,96;249,22;248,43;10,64;20,78;20,01;16,94;13,3;9,22;5,51;2,52;0,81;0,26;5,56;15,7;20,33;20,39;16,04;10,4;6,66;3,17;1,26;0,37;0,1;29,52;18,98;17,84;15,15;10,38;5,53;2,14;0,44;0,01;26,18;22,2;20,6;14,83;9,52;4,63;1,55;0,4;0,07;0,01;37,33;18,41;15,7;13,39;9,06;4,44;1,43;0,22;0,03;34,21;23,63;19,65;13,33;5,97;2,1;0,74;0,26;0,09;0,01;0;13,31;13,61;13,87;18,7;15,58;14,5;9,27;1,16;0;16,15;14,42;19,94;18,68;14,06;11,55;2,79;2,03;0,37;0;0;35,12;17,97;15,53;13,88;9,66;5,36;2,15;0,3;0,02;32,56;22,79;19,68;13,83;6,71;2,97;0,92;0,43;0,11;0,01;0
29;Bahia;Total - Federal, Estadual e Municipal;Total;Capital;197,73;204,93;231,45;224,9;254,41;247,93;267,93;257,92;255,68;248,87;7,09;15,14;15,47;15,44;15,82;12,94;9,49;5,67;2,14;0,81;3,44;10,75;15,35;19,32;18,29;14,08;9,78;5,25;2,57;0,9;0,27;31,91;15,79;15,57;14,63;11,56;7,15;2,68;0,68;0,04;31,57;19,76;18,66;14,48;9,22;4,24;1,39;0,46;0,16;0,07;32,74;14,26;15,78;15,48;11,73;7,08;2,47;0,42;0,03;33,53;22,61;18,57;13,84;6,79;3,21;0,88;0,35;0,16;0,06;0;23,55;11,59;15,38;19,54;16,81;8,22;4,04;0,88;0;23,9;22,18;21,3;15,32;10,27;4,4;1,77;0,61;0,25;0;0;31,88;14,01;15,74;15,86;12,21;7,19;2,62;0,47;0,03;32,62;22,57;18,82;13,98;7,12;3,32;0,96;0,38;0,17;0,06;0
29;Bahia;Total - Federal, Estadual e Municipal;Total;Interior;187,23;196,23;235,63;233,17;252,92;251,09;276,76;270,24;256,1;253,65;8,7;17,96;18,25;17,27;15,03;11,02;6,78;3,28;1,31;0,4;4,6;13,12;18,3;20,5;17,34;12,05;7,72;4;1,68;0,53;0,17;27,03;16,96;17,2;15,63;12,3;7,25;2,91;0,69;0,03;24,39;20,5;19,78;16,16;10,92;5,58;1,98;0,53;0,13;0,03;32,98;16,02;16,08;14,82;11,33;6,09;2,22;0,44;0,02;30,35;22,7;19,75;14,3;7,59;3,39;1,3;0,44;0,14;0,04;0;18,5;12,57;15,59;17,55;16,16;11,91;6,03;1,56;0,12;19,07;19,11;19,5;17,2;10,63;7,05;4,29;2,27;0,65;0,22;0;31,05;15,56;16,01;15,19;11,97;6,86;2,73;0,59;0,04;28,84;22,22;19,72;14,69;8;3,88;1,7;0,69;0,21;0,06;0
29;Bahia;Total - Federal, Estadual e Municipal;Total;Total;188,37;197,17;235,11;232,13;253,13;250,63;275,84;268,97;256,04;252,98;8,53;17,66;17,95;17,07;15,12;11,23;7,07;3,54;1,4;0,45;4,47;12,86;17,98;20,37;17,44;12,27;7,94;4,13;1,78;0,57;0,18;27,64;16,82;17;15,5;12,2;7,24;2,88;0,69;0,03;25,28;20,41;19,64;15,95;10,7;5,41;1,91;0,52;0,14;0,04;32,95;15,77;16,03;14,92;11,39;6,23;2,26;0,44;0,02;30,81;22,68;19,58;14,23;7,47;3,36;1,24;0,43;0,14;0,04;0;19,02;12,47;15,57;17,76;16,23;11,53;5,83;1,49;0,11;19,57;19,43;19,69;17;10,6;6,77;4,03;2,1;0,61;0,2;0;31,17;15,35;15,97;15,28;12,01;6,91;2,71;0,57;0,03;29,37;22,27;19,59;14,59;7,87;3,8;1,6;0,64;0,2;0,06;0
29;Bahia;Total - Federal, Estadual e Municipal;Urbana;Capital;197,79;204,94;231,55;224,98;254,41;247,93;267,93;257,92;255,68;248,87;7,09;15,08;15,48;15,47;15,81;12,95;9,47;5,69;2,15;0,81;3,44;10,75;15,34;19,32;18,3;14,07;9,78;5,27;2,57;0,9;0,26;31,83;15,78;15,59;14,66;11,58;7,16;2,69;0,68;0,04;31,5;19,77;18,67;14,49;9,24;4,24;1,4;0,46;0,16;0,07;32,74;14,26;15,78;15,48;11,73;7,08;2,47;0,42;0,03;33,53;22,61;18,57;13,84;6,79;3,21;0,88;0,35;0,16;0,06;0;23,55;11,59;15,38;19,54;16,81;8,22;4,04;0,88;0;23,9;22,18;21,3;15,32;10,27;4,4;1,77;0,61;0,25;0;0;31,88;14,01;15,74;15,86;12,21;7,19;2,62;0,47;0,03;32,62;22,57;18,82;13,98;7,12;3,32;0,96;0,38;0,17;0,06;0
29;Bahia;Total - Federal, Estadual e Municipal;Urbana;Interior;190,24;198,83;237,6;234,55;253,64;251,64;276,29;269,88;256,75;254,14;7,88;16,79;17,5;17,4;15,76;11,78;7,31;3,59;1,52;0,46;4,19;12,03;17,45;20,54;17,88;12,74;8,16;4,34;1,86;0,6;0,2;26,15;16,24;16,97;15,79;12,97;7,87;3,19;0,78;0,04;23,76;19,89;19,49;16,63;11,41;5,91;2,14;0,58;0,15;0,04;32,55;15,79;16,11;14,96;11,55;6,25;2,3;0,46;0,02;29,97;22,6;19,76;14,4;7,75;3,52;1,36;0,46;0,15;0,04;0;18,83;12,51;15,7;17,48;16,2;11,74;5,83;1,58;0,13;19,25;19,41;19,48;17,1;10,42;6,76;4,39;2,29;0,67;0,24;0;30,67;15,34;16,06;15,31;12,19;7,01;2,78;0,61;0,04;28,49;22,16;19,72;14,77;8,12;3,96;1,77;0,71;0,22;0,07;0
29;Bahia;Total - Federal, Estadual e Municipal;Urbana;Total;191,35;199,72;236,62;233;253,76;251,05;275,38;268,58;256,59;253,35;7,77;16,54;17,21;17,12;15,76;11,95;7,63;3,9;1,61;0,52;4,08;11,84;17,14;20,36;17,94;12,94;8,4;4,48;1,96;0,65;0,21;27,07;16,17;16,75;15,61;12,75;7,75;3,11;0,76;0,04;25,01;19,87;19,36;16,28;11,06;5,64;2,02;0,56;0,16;0,04;32,58;15,55;16,06;15,05;11,58;6,38;2,33;0,45;0,02;30,53;22,6;19,57;14,31;7,6;3,47;1,28;0,44;0,15;0,04;0;19,34;12,41;15,66;17,7;16,26;11,36;5,63;1,51;0,12;19,76;19,71;19,67;16,91;10,4;6,51;4,1;2,1;0,62;0,21;0;30,85;15,14;16,01;15,39;12,19;7,03;2,76;0,59;0,04;29,12;22,22;19,59;14,65;7,97;3,87;1,65;0,66;0,21;0,07;0
31;Minas Gerais;Estadual;Rural;Interior;193,69;202,96;237,97;237,7;257,55;257,95;260,53;271,03;257,6;258,15;6,98;13,25;17,44;18,39;18,61;12,41;7,67;3,42;1,26;0,57;3,6;11,51;15,36;19,5;18,41;13,9;9,58;5,23;2,13;0,54;0,22;25,66;15,93;17,4;16,36;12,62;8,32;2,86;0,82;0,03;21,82;19,75;20,48;15,52;11,63;6,98;2,94;0,51;0,33;0,03;26,87;17,4;19,4;16,59;11,4;6,01;1,94;0,38;0;23,44;22,54;21,8;16,3;9,15;4,88;1,4;0,28;0,21;0;0;29,03;19,47;5,23;23,14;14,9;5,23;0;3;0;19,35;12,68;23,92;17,91;17,91;2,22;3;3;0;0;0;26,9;17,43;19,19;16,69;11,46;6;1,91;0,42;0;23,38;22,39;21,83;16,33;9,28;4,84;1,42;0,32;0,21;0;0
31;Minas Gerais;Estadual;Rural;Total;193,69;202,96;237,97;237,7;257,55;257,95;260,53;271,03;257,6;258,15;6,98;13,25;17,44;18,39;18,61;12,41;7,67;3,42;1,26;0,57;3,6;11,51;15,36;19,5;18,41;13,9;9,58;5,23;2,13;0,54;0,22;25,66;15,93;17,4;16,36;12,62;8,32;2,86;0,82;0,03;21,82;19,75;20,48;15,52;11,63;6,98;2,94;0,51;0,33;0,03;26,87;17,4;19,4;16,59;11,4;6,01;1,94;0,38;0;23,44;22,54;21,8;16,3;9,15;4,88;1,4;0,28;0,21;0;0;29,03;19,47;5,23;23,14;14,9;5,23;0;3;0;19,35;12,68;23,92;17,91;17,91;2,22;3;3;0;0;0;26,9;17,43;19,19;16,69;11,46;6;1,91;0,42;0;23,38;22,39;21,83;16,33;9,28;4,84;1,42;0,32;0,21;0;0
31;Minas Gerais;Estadual;Total;Capital;217,81;225,47;252,05;246,98;273,61;267,74;275,64;259,72;273,63;267,68;2,97;8,02;10,15;14,59;18,39;18,17;14,25;8,64;3,6;1,24;1,51;5,04;10,07;15,28;18,63;17,54;15,23;9,9;4,46;1,72;0,6;20,95;11,42;13,88;15,8;16,64;13,15;6,23;1,88;0,06;19,59;14,95;17,17;17,34;14,99;9,01;4,79;1,46;0,5;0,21;21,01;11,23;14,99;17,49;16,99;12,29;4,91;1,02;0,07;19,97;18,18;19,88;17,66;11,75;7,5;3,44;1,15;0,36;0,11;0;16,84;10,69;16,86;18,71;20,44;12,06;3,13;1,28;0;29,97;15,09;17,6;19,34;8,47;5,49;3,13;0,92;0;0;0;20,98;11,22;15,01;17,5;17,01;12,29;4,89;1,02;0,07;20,05;18,16;19,86;17,67;11,73;7,48;3,44;1,14;0,36;0,11;0
31;Minas Gerais;Estadual;Total;Interior;217,07;226,79;252,42;249,24;272,85;269,36;278,72;274,54;272,93;269,42;3,53;8,43;11,07;14,34;17,62;17,23;13,4;8,65;4,21;1,52;1,77;5,59;9,69;14,87;17,33;17,36;14,67;10,16;5,63;2,13;0,8;18,7;12,81;15;16,93;16,65;12,36;5,83;1,63;0,09;17;15,89;17,92;17,53;15,02;9,96;4,65;1,54;0,39;0,1;19,36;12,73;16,7;18,82;16,78;10,56;4,07;0,94;0,05;17,81;18,02;20,79;19,07;12,57;7,14;3,08;1,03;0,38;0,11;0;16,35;11,58;14,49;19,73;18,3;14,24;4,35;0,91;0,06;17,01;15,76;18,51;20,1;13,25;8,86;4,47;1,55;0,44;0,06;0;19,32;12,71;16,67;18,83;16,8;10,61;4,07;0,94;0,05;17,8;17,99;20,76;19,08;12,58;7,16;3,09;1,04;0,38;0,11;0
31;Minas Gerais;Estadual;Total;Total;217,18;226,6;252,4;249,08;272,93;269,2;278,52;273,57;273;269,25;3,45;8,37;10,94;14,38;17,73;17,37;13,52;8,65;4,12;1,48;1,74;5,51;9,74;14,93;17,52;17,39;14,75;10,12;5,46;2,07;0,77;18,85;12,72;14,92;16,85;16,65;12,42;5,86;1,65;0,09;17,18;15,83;17,87;17,52;15,01;9,89;4,66;1,53;0,4;0,11;19,52;12,58;16,53;18,69;16,8;10,73;4,15;0,94;0,05;18,02;18,03;20,7;18,93;12,49;7,18;3,11;1,04;0,38;0,11;0;16,38;11,52;14,65;19,66;18,44;14,1;4,27;0,93;0,06;17,85;15,71;18,45;20,05;12,93;8,64;4,38;1,51;0,41;0,06;0;19,48;12,57;16,51;18,7;16,82;10,77;4,15;0,94;0,05;18,02;18,01;20,68;18,94;12,49;7,19;3,13;1,05;0,38;0,11;0
31;Minas Gerais;Estadual;Urbana;Capital;217,81;225,47;252,05;246,98;273,61;267,74;275,64;259,72;273,63;267,68;2,97;8,02;10,15;14,59;18,39;18,17;14,25;8,64;3,6;1,24;1,51;5,04;10,07;15,28;18,63;17,54;15,23;9,9;4,46;1,72;0,6;20,95;11,42;13,88;15,8;16,64;13,15;6,23;1,88;0,06;19,59;14,95;17,17;17,34;14,99;9,01;4,79;1,46;0,5;0,21;21,01;11,23;14,99;17,49;16,99;12,29;4,91;1,02;0,07;19,97;18,18;19,88;17,66;11,75;7,5;3,44;1,15;0,36;0,11;0;16,84;10,69;16,86;18,71;20,44;12,06;3,13;1,28;0;29,97;15,09;17,6;19,34;8,47;5,49;3,13;0,92;0;0;0;20,98;11,22;15,01;17,5;17,01;12,29;4,89;1,02;0,07;20,05;18,16;19,86;17,67;11,73;7,48;3,44;1,14;0,36;0,11;0
31;Minas Gerais;Estadual;Urbana;Interior;217,78;227,51;252,79;249,53;273,21;269,62;279,25;274,65;273,28;269,68;3,42;8,28;10,87;14,22;17,59;17,38;13,58;8,81;4,3;1,55;1,72;5,41;9,51;14,73;17,3;17,47;14,82;10,31;5,73;2,18;0,82;18,52;12,73;14,94;16,94;16,75;12,47;5,9;1,65;0,09;16,88;15,8;17,85;17,58;15,1;10,03;4,69;1,56;0,39;0,11;19,19;12,62;16,64;18,87;16,9;10,67;4,12;0,95;0,05;17,68;17,91;20,77;19,13;12,65;7,19;3,12;1,05;0,39;0,11;0;15,98;11,35;14,76;19,63;18,4;14,5;4,47;0,85;0,06;16,94;15,85;18,36;20,16;13,11;9,05;4,51;1,51;0,45;0,06;0;19,15;12,61;16,62;18,88;16,92;10,71;4,12;0,95;0,05;17,67;17,89;20,74;19,14;12,65;7,22;3,13;1,06;0,39;0,11;0
31;Minas Gerais;Estadual;Urbana;Total;217,79;227,21;252,74;249,35;273,25;269,43;279,01;273,64;273,31;269,48;3,36;8,24;10,77;14,27;17,71;17,49;13,68;8,78;4,2;1,5;1,69;5,36;9,6;14,81;17,49;17,48;14,88;10,25;5,55;2,11;0,79;18,69;12,64;14,87;16,86;16,75;12,51;5,93;1,67;0,09;17,07;15,74;17,81;17,57;15,09;9,96;4,7;1,55;0,4;0,11;19,37;12,48;16,48;18,73;16,91;10,83;4,2;0,96;0,05;17,91;17,94;20,68;18,98;12,56;7,22;3,15;1,06;0,38;0,11;0;16,04;11,3;14,9;19,57;18,54;14,34;4,38;0,88;0,06;17,81;15,8;18,31;20,11;12,8;8,81;4,42;1,47;0,42;0,06;0;19,33;12,47;16,46;18,74;16,93;10,87;4,2;0,96;0,05;17,91;17,92;20,65;19;12,56;7,24;3,16;1,06;0,38;0,11;0
31;Minas Gerais;Federal;Rural;Interior;;;;;;;308,26;307,97;308,26;307,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,16;4,09;9,63;17,34;24,53;22,5;11,9;3,26;0,59;6,19;7,42;12,97;16,88;18,59;16,99;10,59;6,64;3,08;0,64;0;6,16;4,09;9,63;17,34;24,53;22,5;11,9;3,26;0,59;6,19;7,42;12,97;16,88;18,59;16,99;10,59;6,64;3,08;0,64;0
31;Minas Gerais;Federal;Rural;Total;;;;;;;308,26;307,97;308,26;307,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,16;4,09;9,63;17,34;24,53;22,5;11,9;3,26;0,59;6,19;7,42;12,97;16,88;18,59;16,99;10,59;6,64;3,08;0,64;0;6,16;4,09;9,63;17,34;24,53;22,5;11,9;3,26;0,59;6,19;7,42;12,97;16,88;18,59;16,99;10,59;6,64;3,08;0,64;0
31;Minas Gerais;Federal;Total;Capital;252,1;255,04;312,72;336,12;343,62;377,19;325,42;346,22;327,29;349,41;2,22;0;0;11,13;11,11;26,68;17,75;17,78;8,9;4,44;2,22;0;0;6,67;11,12;24,45;24,45;15,55;8,88;0;6,66;2,2;0,76;4,25;10,26;12,21;25,71;29,31;13,85;1,45;1,44;2,24;2,24;10,53;11,31;12,95;13,71;16,36;12,43;16,79;1,32;0;3,97;5,31;16;25,29;28,03;16,08;4,01;0;1,32;2,65;0;11,92;14,67;17,31;14,72;17,33;18,71;1,36;2,95;5,23;4,38;13,6;12,22;29,14;20,2;11,09;1,18;5,97;9,22;3,36;4,9;6,85;10,06;18,49;19,22;13,37;8,36;0,2;2,78;4,69;4,34;12,75;12,61;28,74;21,01;11,6;1,47;5,35;8,4;3,29;4,39;7,37;10,54;18,37;18,76;13,78;9,43;0,32
31;Minas Gerais;Federal;Total;Interior;231,72;246,43;306,47;324,56;342,7;380,96;320,36;326,6;321,96;330,49;1,54;3,16;8,63;14,84;17,41;18,25;14,43;12,32;7,02;2,4;3,11;0;0,77;9,6;13,94;29,01;22,11;8,38;8,48;2,32;2,3;1,67;3,41;4,31;8,96;16,43;30,79;26,08;7,98;0,38;1,23;2,65;4,2;6,13;14,17;18,38;18,64;20,95;11,37;2,28;2,93;1,09;3,53;4,69;10,67;26,25;29,67;19,47;1,7;1,85;2,27;2,53;4,42;6,6;5,76;12,57;13,15;28,3;22,35;0,19;4,3;2,69;6,57;12,77;21,07;26,76;19,74;5,61;0,49;4,02;4,94;8,38;12,63;15,72;18,96;17,7;9,93;5,68;2,02;0,02;4,2;2,57;6,35;12,19;20,32;26,72;20,45;6,6;0,58;3,87;4,75;7,96;12,04;15,07;18,01;17,33;10,16;7,3;3,47;0,04
31;Minas Gerais;Federal;Total;Total;236,87;248,6;308,63;328,55;342,83;380,43;320,87;328,56;322,51;332,44;1,71;2,36;6,45;13,9;15,82;20,38;15,27;13,7;7,5;2,91;2,89;0;0,57;8,86;13,22;27,86;22,7;10,19;8,58;1,73;3,4;1,85;2,49;4,29;9,41;14,97;29,03;27,19;10,01;0,75;1,3;2,51;3,53;7,65;13,18;16,51;16,94;19,36;11,73;7,29;2,71;0,93;3,59;4,78;11,43;26,11;29,43;18,99;2,02;1,58;2,14;2,55;3,8;7,36;7,02;13,24;13,38;26,75;21,84;0,36;4,17;2,94;6,35;12,86;20,19;27;19,78;6,16;0,56;4,22;5,37;7,88;11,86;14,84;18,07;17,78;10,85;6,45;2,65;0,04;4,06;2,79;6,14;12,25;19,53;26,93;20,51;7,12;0,67;4,02;5,12;7,48;11,25;14,28;17,24;17,44;11,04;7,97;4,09;0,07
