CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
2;Nordeste;Federal;Urbana;Capital;242,95;245,85;317,2;333,85;334,46;349,97;313,97;312,81;317,18;318,63;1,72;0,87;7,77;6;14,52;28,47;15,85;15,4;6,84;2,55;2,17;2,18;5,15;7,28;11,57;25,91;17,08;14,94;8,52;4,33;0,87;1,31;1,01;2,75;9;11,22;28,53;28,81;15,91;1,47;0,59;0,25;3,32;5,51;13,97;21,91;14,92;16,52;12,95;10,06;1,62;2,29;5,8;9,27;15,81;24,35;26,86;10,04;3,96;3,99;3,4;6;6,72;11,15;16,85;16,7;8,27;15,64;11,09;0,18;6,69;3,73;9,1;13,76;19,02;23,13;15,71;8,16;0,7;7,24;7,46;12,74;15,28;15,61;13,88;10,94;10,39;4,97;1,49;0;5,9;3,5;8,59;13,06;18,52;23,32;17,46;8,46;1,21;6,73;6,82;11,68;13,94;14,91;14,34;11,85;10,06;6,64;2,99;0,03
2;Nordeste;Federal;Urbana;Interior;234,52;241,26;279,56;267,33;303,63;301,49;307,26;303,55;307,13;303,47;0;0;6,25;25;12,5;18,75;18,75;6,25;6,25;6,25;0;0;6,25;6,25;31,25;12,5;31,25;0;12,5;0;0;4,44;9,9;14,25;13,92;18,32;23,83;8,39;6,96;0;14,34;10,13;13,9;19,57;9,69;14,25;12,65;4,1;1,37;0;7,75;5,19;13,86;14,33;22,57;20,67;11,15;4,48;0;5,25;13,16;14,33;18,9;17,51;11,29;10,65;4,64;4,1;0,18;0;6,16;5,75;10,38;16,27;22;21,96;13,09;4,12;0,27;7,19;8,96;14,52;17,53;16,81;14,76;11,09;6,07;2,23;0,83;0;6,22;5,73;10,51;16,2;22,02;21,91;13,02;4,13;0,26;7,12;9,11;14,52;17,58;16,84;14,64;11,07;6,02;2,3;0,8;0
2;Nordeste;Federal;Urbana;Total;242,01;245,34;312,04;324,73;318,17;324,34;308,28;304,96;308,85;306,06;1,53;0,77;7,6;8,13;14,3;27,38;16,18;14,38;6,77;2,97;1,93;1,93;5,27;7,17;13,77;24,41;18,66;13,27;8,96;3,85;0,77;1,74;2,23;4,32;9,67;12,19;27,88;26,01;14,68;1,27;2,48;1,6;4,77;7,44;13,38;20,86;14,61;14,81;11,37;8,68;4,86;3,82;10,06;11,95;19,38;22,41;18,55;7,1;1,87;4,65;8,56;10,4;13,16;14,52;13,91;13,5;6,35;9,54;5,32;0,09;6,24;5,44;10,19;15,88;21,55;22,14;13,49;4,74;0,33;7,2;8,73;14,25;17,19;16,63;14,63;11,07;6,73;2,65;0,93;0;6,16;5,35;10,18;15,66;21,43;22,15;13,78;4,87;0,42;7,06;8,72;14,03;16,96;16,51;14,59;11,21;6,71;3,04;1,18;0
2;Nordeste;Municipal;Rural;Capital;199,54;204,31;245,3;242,09;;;;;;;6,14;13,52;16,27;15,83;16,56;14,11;9,21;5,32;1,78;1,26;2,93;9,55;17,01;19,37;19,32;14,92;8,79;5,4;1,84;0,74;0,14;19,69;15,51;17,93;18,09;15,14;9,01;3,64;0,95;0,05;19,55;19,38;18,78;16,75;13,19;7,92;3,36;0,89;0,14;0,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;Municipal;Rural;Interior;191,36;202,15;238,15;239,09;226,59;235,15;;;226,59;235,15;8,7;17,77;17,43;15,86;13,91;10,92;7,38;4,47;2,21;1,35;4,66;13,3;17,61;18,26;15,63;11,32;8,1;5,19;3,06;1,62;1,25;25,34;17,27;17,52;15,24;12,19;7,75;3,52;1,08;0,09;23,03;20,03;18,75;14,84;10,71;6,5;3,24;1,53;0,84;0,53;55,64;16,52;11,2;9,69;5,19;1,75;0;0;0;46,27;25,63;13,51;6,76;4,67;2,03;1,13;0;0;0;0;;;;;;;;;;;;;;;;;;;;;55,64;16,52;11,2;9,69;5,19;1,75;0;0;0;46,27;25,63;13,51;6,76;4,67;2,03;1,13;0;0;0;0
2;Nordeste;Municipal;Rural;Total;191,53;202,2;238,27;239,15;226,59;235,15;;;226,59;235,15;8,65;17,68;17,4;15,86;13,96;10,99;7,42;4,49;2,2;1,35;4,62;13,22;17,6;18,28;15,71;11,39;8,12;5,19;3,03;1,6;1,23;25,24;17,24;17,53;15,29;12,24;7,78;3,52;1,07;0,09;22,97;20,02;18,75;14,87;10,75;6,53;3,24;1,52;0,82;0,52;55,64;16,52;11,2;9,69;5,19;1,75;0;0;0;46,27;25,63;13,51;6,76;4,67;2,03;1,13;0;0;0;0;;;;;;;;;;;;;;;;;;;;;55,64;16,52;11,2;9,69;5,19;1,75;0;0;0;46,27;25,63;13,51;6,76;4,67;2,03;1,13;0;0;0;0
2;Nordeste;Municipal;Total;Capital;204,18;208,94;254,95;246,54;;;;;;;5,64;12,4;13,96;15,88;16,92;14,54;10,78;6,19;2,68;1,02;2,82;8,94;14,08;19,21;19,32;15,26;10,42;6,07;2,7;0,88;0,31;16,77;12,57;15,28;17,28;17,35;12,68;6,18;1,79;0,1;17,68;16,82;18,63;17,86;14,24;9,14;3,96;1,27;0,33;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;Municipal;Total;Interior;196,43;206,48;244,18;242,93;237,74;240,29;;;237,74;240,29;7,41;15,73;16,12;15,99;15,21;12,25;8,38;4,98;2,51;1,41;3,92;11,42;16,02;18,47;16,61;12,6;9,06;5,83;3,27;1,62;1,2;22,06;15,69;16,85;16,27;13,93;9,37;4,37;1,35;0,1;20,53;18,64;18,76;16,16;12,13;7,38;3,56;1,6;0,77;0,47;43,76;17,52;14,31;13,14;7,76;3,07;0,27;0,17;0;38,29;28,13;15,94;8,96;5,28;2,28;0,96;0,17;0;0;0;;;;;;;;;;;;;;;;;;;;;43,76;17,52;14,31;13,14;7,76;3,07;0,27;0,17;0;38,29;28,13;15,94;8,96;5,28;2,28;0,96;0,17;0;0;0
2;Nordeste;Municipal;Total;Total;197,51;206,82;245,18;243,27;237,74;240,29;;;237,74;240,29;7,16;15,26;15,82;15,98;15,45;12,57;8,72;5,15;2,53;1,36;3,76;11,07;15,75;18,57;16,99;12,97;9,25;5,86;3,19;1,51;1,07;21,57;15,4;16,71;16,36;14,25;9,68;4,54;1,39;0,1;20,27;18,47;18,75;16,32;12,33;7,54;3,59;1,57;0,73;0,43;43,76;17,52;14,31;13,14;7,76;3,07;0,27;0,17;0;38,29;28,13;15,94;8,96;5,28;2,28;0,96;0,17;0;0;0;;;;;;;;;;;;;;;;;;;;;43,76;17,52;14,31;13,14;7,76;3,07;0,27;0,17;0;38,29;28,13;15,94;8,96;5,28;2,28;0,96;0,17;0;0;0
2;Nordeste;Municipal;Urbana;Capital;204,37;209,12;255,43;246,76;;;;;;;5,62;12,35;13,87;15,88;16,93;14,56;10,84;6,23;2,71;1,01;2,81;8,92;13,97;19,21;19,32;15,27;10,48;6,1;2,73;0,88;0,31;16,62;12,42;15,15;17,23;17,47;12,86;6,31;1,84;0,1;17,58;16,69;18,62;17,92;14,3;9,2;4;1,29;0,34;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;Municipal;Urbana;Interior;198,4;208,16;246,43;244,37;254,42;247,98;;;254,42;247,98;6,91;14,93;15,61;16,04;15,72;12,77;8,77;5,18;2,63;1,43;3,63;10,69;15,4;18,55;16,99;13,09;9,43;6,08;3,36;1,62;1,18;20,84;15,1;16,6;16,65;14,58;9,97;4,69;1,46;0,1;19,6;18,12;18,76;16,66;12,66;7,7;3,67;1,62;0,75;0,44;25,98;19,03;18,96;18,29;11,6;5,04;0,69;0,42;0;26,35;31,88;19,57;12,24;6,19;2,64;0,7;0,42;0;0;0;;;;;;;;;;;;;;;;;;;;;25,98;19,03;18,96;18,29;11,6;5,04;0,69;0,42;0;26,35;31,88;19,57;12,24;6,19;2,64;0,7;0,42;0;0;0
2;Nordeste;Municipal;Urbana;Total;199,46;208,33;247,49;244,65;254,42;247,98;;;254,42;247,98;6,68;14,47;15,3;16,02;15,93;13,09;9,14;5,37;2,65;1,36;3,48;10,37;15,15;18,67;17,4;13,48;9,61;6,08;3,25;1,49;1,02;20,35;14,79;16,43;16,72;14,92;10,31;4,88;1,5;0,1;19,36;17,95;18,74;16,81;12,86;7,88;3,71;1,58;0,7;0,4;25,98;19,03;18,96;18,29;11,6;5,04;0,69;0,42;0;26,35;31,88;19,57;12,24;6,19;2,64;0,7;0,42;0;0;0;;;;;;;;;;;;;;;;;;;;;25,98;19,03;18,96;18,29;11,6;5,04;0,69;0,42;0;26,35;31,88;19,57;12,24;6,19;2,64;0,7;0,42;0;0;0
2;Nordeste;Total - Estadual e Municipal;Rural;Capital;199,43;204,23;245,43;241,14;244,22;243,72;254,47;256,21;245,14;244,84;6,11;13,56;16,33;15,89;16,54;14,1;9,16;5,29;1,77;1,25;2,95;9,57;16,99;19,38;19,32;14,98;8,74;5,36;1,83;0,74;0,14;19,03;15,58;18,64;18,19;15,24;8,68;3,68;0,92;0,04;19,05;19,85;19,84;17,32;12,41;7,52;3,02;0,83;0,12;0,04;36,17;20,23;17,16;14,09;7,89;3,64;0,71;0,11;0;31,94;28,03;18,68;14,65;5,3;1,08;0,32;0;0;0;0;25,63;22,69;21,56;13,93;9,86;5,26;0;1,05;0;17,88;26,04;25,91;20,63;8,48;1,05;0;0;0;0;0;35,23;20,45;17,56;14,08;8,07;3,78;0,64;0,2;0;30,68;27,85;19,33;15,19;5,59;1,07;0,29;0;0;0;0
2;Nordeste;Total - Estadual e Municipal;Rural;Interior;191,17;201,95;238,19;239,01;249,81;250,96;277,96;273,6;252,18;252,86;8,75;17,84;17,46;15,85;13,9;10,88;7,33;4,45;2,19;1,35;4,69;13,36;17,65;18,28;15,63;11,28;8,06;5,16;3,05;1,6;1,24;25,31;17,25;17,54;15,25;12,2;7,75;3,52;1,09;0,09;23,03;19,98;18,8;14,89;10,73;6,49;3,23;1,5;0,82;0,52;33,9;17,88;17,12;14,44;9,62;4,88;1,83;0,3;0,03;30,68;22,82;19,65;14,2;7,19;3,11;1,46;0,58;0,21;0,1;0;15,25;13,17;17,45;18,75;17,64;11,68;4,92;1,09;0,07;14,83;18,78;21,25;17,76;12,68;8,08;4,02;1,74;0,65;0,21;0;32,33;17,49;17,15;14,8;10,3;5,45;2,09;0,36;0,04;29,35;22,48;19,79;14,5;7,66;3,52;1,68;0,68;0,25;0,11;0
2;Nordeste;Total - Estadual e Municipal;Rural;Total;191,34;202;238,34;239,05;249,64;250,75;277,23;273,06;251,97;252,63;8,69;17,75;17,44;15,85;13,95;10,95;7,37;4,47;2,18;1,34;4,66;13,28;17,64;18,3;15,71;11,36;8,08;5,16;3,02;1,59;1,22;25,19;17,22;17,56;15,3;12,26;7,77;3,52;1,08;0,09;22,96;19,98;18,82;14,94;10,77;6,51;3,22;1,49;0,8;0,51;33,96;17,95;17,12;14,43;9,57;4,85;1,8;0,29;0,03;30,72;22,97;19,62;14,21;7,14;3,05;1,43;0,57;0,2;0,09;0;15,57;13,47;17,58;18,6;17,4;11,48;4,76;1,09;0,07;14,92;19,01;21,4;17,85;12,55;7,86;3,89;1,68;0,63;0,2;0;32,41;17,57;17,16;14,78;10,23;5,4;2,05;0,36;0,03;29,39;22,64;19,77;14,52;7,6;3,45;1,64;0,66;0,24;0,1;0
2;Nordeste;Total - Estadual e Municipal;Total;Capital;203,81;208,76;249,85;241,86;266,88;259,07;291,1;278,42;270,1;261,64;5,69;12,52;13,98;15,99;16,96;14,46;10,62;6,11;2,66;1;2,9;8,93;14,11;19,3;19,35;15,16;10,3;6,06;2,69;0,88;0,32;19,65;13,38;15,71;17,05;16,11;11,24;5,26;1,53;0,08;20,41;17,7;18,82;17,27;13,14;7,86;3,34;1,09;0,3;0,07;23,59;13,85;16,31;17,41;14,85;9,41;3,66;0,87;0,05;24,46;21,16;20,54;16,44;9,48;4,61;2,05;0,79;0,36;0,11;0;11,81;8,5;13;19,12;20,91;16,19;8,22;2,11;0,15;14,14;16,04;19,86;18,73;13,61;8,97;5,02;2,34;1,11;0,17;0;22,03;13,14;15,87;17,64;15,65;10,31;4,27;1,03;0,06;23,09;20,48;20,45;16,74;10,03;5,19;2,44;1;0,46;0,12;0
2;Nordeste;Total - Estadual e Municipal;Total;Interior;196,34;206,38;244,73;243,07;260,41;258,95;287,45;282,39;263,4;261,55;7,41;15,75;16,14;16,01;15,23;12,25;8,36;4,97;2,49;1,39;3,91;11,42;16,04;18,5;16,64;12,62;9,05;5,81;3,25;1,6;1,18;21,77;15,51;16,81;16,35;14,15;9,52;4,44;1,36;0,1;20,31;18,52;18,83;16,33;12,29;7,46;3,54;1,56;0,72;0,42;26,68;15,94;17,38;16,65;12,81;7,19;2,73;0,57;0,04;24,67;21,31;20,49;16,13;9,37;4,61;2,06;0,9;0,36;0,11;0;13,06;10,11;14,52;18,12;19,22;15,25;7,53;2,07;0,14;13,61;15,68;18,13;18,28;13,75;9,39;6,04;3,19;1,46;0,46;0,01;25,17;15,29;17,06;16,82;13,52;8,09;3,26;0,74;0,05;23,45;20,68;20,23;16,36;9,85;5,14;2,5;1,16;0,48;0,15;0
2;Nordeste;Total - Estadual e Municipal;Total;Total;197,43;206,73;245,49;242,89;261,55;258,98;288,21;281,57;264,61;261,57;7,16;15,28;15,82;16;15,48;12,57;8,69;5,14;2,52;1,33;3,76;11,06;15,75;18,61;17,04;12,99;9,23;5,85;3,17;1,49;1,05;21,45;15,2;16,64;16,45;14,44;9,78;4,56;1,38;0,09;20,33;18,4;18,83;16,47;12,42;7,52;3,51;1,49;0,66;0,37;26,13;15,57;17,19;16,79;13,17;7,58;2,9;0,63;0,04;24,64;21,28;20,5;16,18;9,39;4,61;2,06;0,88;0,36;0,11;0;12,8;9,77;14,2;18,32;19,57;15,44;7,67;2,07;0,14;13,72;15,75;18,49;18,37;13,72;9,3;5,83;3,01;1,38;0,4;0,01;24,6;14,9;16,85;16,96;13,9;8,49;3,44;0,79;0,05;23,38;20,65;20,27;16,43;9,89;5,14;2,49;1,13;0,47;0,14;0
2;Nordeste;Total - Estadual e Municipal;Urbana;Capital;203,97;208,92;249,98;241,88;267,17;259,26;291,4;278,6;270,39;261,84;5,67;12,49;13,9;15,99;16,98;14,47;10,67;6,14;2,7;1;2,9;8,91;14,01;19,3;19,35;15,17;10,35;6,09;2,73;0,88;0,32;19,66;13,31;15,62;17,01;16,14;11,32;5,3;1,54;0,08;20,45;17,63;18,79;17,27;13,16;7,87;3,35;1,1;0,3;0,07;23,43;13,77;16,3;17,45;14,93;9,49;3,7;0,88;0,05;24,37;21,07;20,56;16,46;9,53;4,65;2,07;0,8;0,36;0,12;0;11,7;8,38;12,93;19,16;21;16,28;8,29;2,11;0,15;14,11;15,96;19,82;18,71;13,65;9,03;5,06;2,36;1,11;0,18;0;21,87;13,05;15,85;17,68;15,74;10,39;4,31;1,04;0,06;23;20,39;20,46;16,76;10,08;5,23;2,47;1,01;0,46;0,12;0
2;Nordeste;Total - Estadual e Municipal;Urbana;Interior;198,32;208,07;246,87;244,4;261,42;259,72;288,1;283;264,45;262,36;6,9;14,95;15,63;16,07;15,74;12,77;8,76;5,17;2,61;1,41;3,61;10,68;15,42;18,58;17,03;13,13;9,42;6,06;3,33;1,59;1,16;20,61;14,94;16,57;16,71;14,79;10,1;4,74;1,44;0,1;19,42;18,04;18,84;16,8;12,8;7,78;3,65;1,58;0,69;0,39;25,98;15,75;17,41;16,87;13,11;7,42;2,82;0,6;0,04;24,1;21,16;20,57;16,31;9,58;4,75;2,11;0,93;0,37;0,11;0;12,91;9,89;14,31;18,07;19,33;15,49;7,71;2,13;0,15;13,52;15,46;17,92;18,32;13,83;9,48;6,18;3,29;1,51;0,48;0,01;24,5;15,09;17,06;17;13,82;8,33;3,37;0,78;0,05;22,9;20,52;20,27;16,54;10,06;5,29;2,58;1,2;0,5;0,15;0
2;Nordeste;Total - Estadual e Municipal;Urbana;Total;199,37;208,23;247,44;243,94;262,5;259,64;288,82;282,04;265,59;262,26;6,67;14,49;15,3;16,05;15,97;13,09;9,11;5,35;2,63;1,33;3,48;10,35;15,15;18,71;17,46;13,51;9,6;6,07;3,22;1,46;1;20,43;14,64;16,39;16,77;15,04;10,33;4,84;1,46;0,09;19,61;17,96;18,83;16,89;12,87;7,8;3,59;1,49;0,62;0,33;25,5;15,38;17,2;16,98;13,45;7,8;2,98;0,65;0,04;24,15;21,15;20,57;16,34;9,57;4,73;2,11;0,91;0,37;0,11;0;12,64;9,56;14,01;18,31;19,7;15,66;7,83;2,13;0,15;13,65;15,57;18,33;18,4;13,79;9,38;5,94;3,09;1,43;0,41;0,01;24;14,7;16,83;17,13;14,19;8,73;3,55;0,83;0,06;22,92;20,49;20,31;16,58;10,06;5,28;2,55;1,16;0,49;0,15;0
2;Nordeste;Total - Federal, Estadual e Municipal;Rural;Capital;199,43;204,23;245,43;241,14;244,22;243,72;266,48;260,45;247,98;246,54;6,11;13,56;16,33;15,89;16,54;14,1;9,16;5,29;1,77;1,25;2,95;9,57;16,99;19,38;19,32;14,98;8,74;5,36;1,83;0,74;0,14;19,03;15,58;18,64;18,19;15,24;8,68;3,68;0,92;0,04;19,05;19,85;19,84;17,32;12,41;7,52;3,02;0,83;0,12;0,04;36,17;20,23;17,16;14,09;7,89;3,64;0,71;0,11;0;31,94;28,03;18,68;14,65;5,3;1,08;0,32;0;0;0;0;19,02;21,77;18,74;12,45;16,57;8,36;1,29;1,8;0;19,88;20,44;26,65;20,99;6,42;4,15;0,61;0;0,87;0;0;33,28;20,49;17,43;13,81;9,35;4,43;0,81;0,4;0;29,91;26,75;20,03;15,72;5,49;1,59;0,37;0;0,15;0;0
2;Nordeste;Total - Federal, Estadual e Municipal;Rural;Interior;191,17;201,95;238,19;239,01;249,99;251,06;286,54;280,46;255,34;255,37;8,75;17,84;17,46;15,85;13,9;10,88;7,33;4,45;2,19;1,35;4,69;13,36;17,65;18,28;15,63;11,28;8,06;5,16;3,05;1,6;1,24;25,31;17,25;17,54;15,25;12,2;7,75;3,52;1,09;0,09;23,03;19,98;18,8;14,89;10,73;6,49;3,23;1,5;0,82;0,52;33,77;17,88;17,1;14,45;9,71;4,94;1,83;0,29;0,03;30,61;22,77;19,66;14,26;7,25;3,11;1,47;0,58;0,21;0,1;0;12,41;10,87;15,27;18,82;18,67;14,27;8,22;1,39;0,09;13,09;16,01;19,11;18,8;13,99;9,6;6,16;2,38;0,69;0,17;0;30,64;16,85;16,83;15,09;11,03;6,31;2,77;0,45;0,04;28,04;21,78;19,58;14,92;8,23;4,06;2,16;0,84;0,28;0,11;0
2;Nordeste;Total - Federal, Estadual e Municipal;Rural;Total;191,34;202;238,34;239,05;249,82;250,85;285,86;279,78;255,12;255,1;8,69;17,75;17,44;15,85;13,95;10,95;7,37;4,47;2,18;1,34;4,66;13,28;17,64;18,3;15,71;11,36;8,08;5,16;3,02;1,59;1,22;25,19;17,22;17,56;15,3;12,26;7,77;3,52;1,08;0,09;22,96;19,98;18,82;14,94;10,77;6,51;3,22;1,49;0,8;0,51;33,84;17,94;17,1;14,44;9,66;4,9;1,8;0,29;0,03;30,64;22,92;19,63;14,27;7,19;3,05;1,44;0,56;0,2;0,09;0;12,63;11,24;15,39;18,6;18,6;14,07;7,99;1,4;0,08;13,32;16,16;19,37;18,88;13,73;9,41;5,97;2,3;0,7;0,17;0;30,72;16,96;16,85;15,05;10,98;6,25;2,71;0,45;0,04;28,1;21,92;19,59;14,95;8,15;3,99;2,11;0,82;0,27;0,1;0
2;Nordeste;Total - Federal, Estadual e Municipal;Total;Capital;203,87;208,81;250,19;242,33;267,33;259,67;295,33;284,83;271,78;263,67;5,68;12,51;13,97;15,98;16,96;14,48;10,63;6,12;2,67;1,01;2,9;8,92;14,1;19,28;19,34;15,18;10,31;6,08;2,7;0,88;0,32;19,55;13,32;15,64;17,01;16,09;11,33;5,37;1,6;0,09;20,31;17,61;18,74;17,21;13,14;7,94;3,4;1,17;0,36;0,12;23,45;13,77;16,24;17,36;14,85;9,51;3,81;0,93;0,07;24,32;21,04;20,44;16,37;9,49;4,69;2,15;0,84;0,46;0,19;0;10,85;7,68;12,28;18,05;20,57;17,47;9,6;3,25;0,25;12,89;14,42;18,57;18,09;13,93;9,89;6,11;3,85;1,84;0,42;0;21,44;12,8;15,61;17,47;15,76;10,78;4,73;1,3;0,1;22,51;19,99;20,14;16,65;10,2;5,51;2,78;1,32;0,68;0,22;0
2;Nordeste;Total - Federal, Estadual e Municipal;Total;Interior;196,34;206,38;244,73;243,07;260,48;259,03;292,65;287,81;265,25;263,29;7,41;15,75;16,14;16,01;15,23;12,25;8,36;4,97;2,49;1,39;3,91;11,42;16,04;18,5;16,64;12,62;9,05;5,81;3,25;1,6;1,18;21,77;15,51;16,81;16,35;14,15;9,52;4,44;1,36;0,1;20,31;18,52;18,83;16,33;12,29;7,47;3,55;1,56;0,72;0,42;26,64;15,92;17,37;16,65;12,83;7,22;2,75;0,58;0,04;24,64;21,29;20,48;16,13;9,38;4,62;2,07;0,91;0,36;0,11;0;11,21;8,96;13,44;17,7;19,93;16,97;9,07;2,55;0,17;11,94;13,92;17,19;18,17;14,57;10,78;7,38;3,89;1,62;0,54;0,01;24,35;14,89;16,79;16,8;13,88;8,66;3,68;0,87;0,06;22,76;20,2;19,99;16,44;10,15;5,53;2,86;1,35;0,55;0,17;0
2;Nordeste;Total - Federal, Estadual e Municipal;Total;Total;197,45;206,74;245,55;242,96;261,7;259,14;293,16;287,24;266,42;263,36;7,16;15,27;15,82;16;15,48;12,58;8,7;5,14;2,52;1,33;3,76;11,05;15,75;18,61;17,03;12,99;9,23;5,85;3,17;1,49;1,05;21,43;15,18;16,63;16,45;14,44;9,79;4,58;1,39;0,09;20,31;18,38;18,82;16,46;12,42;7,54;3,52;1,5;0,67;0,38;26,08;15,54;17,17;16,77;13,19;7,62;2,93;0,64;0,05;24,58;21,25;20,48;16,18;9,4;4,63;2,08;0,9;0,38;0,12;0;11,14;8,72;13,22;17,76;20,05;17,06;9,17;2,69;0,19;12,12;14,01;17,45;18,15;14,45;10,61;7,14;3,88;1,66;0,52;0,01;23,83;14,52;16,58;16,92;14,22;9,04;3,87;0,95;0,07;22,71;20,16;20,02;16,47;10,16;5,53;2,84;1,34;0,57;0,18;0
2;Nordeste;Total - Federal, Estadual e Municipal;Urbana;Capital;204,03;208,98;250,33;242,36;267,62;259,87;295,72;285,15;272,08;263,88;5,66;12,47;13,89;15,98;16,97;14,5;10,68;6,15;2,7;1;2,9;8,9;13,99;19,28;19,34;15,18;10,36;6,1;2,73;0,89;0,33;19,57;13,25;15,56;16,97;16,11;11,41;5,42;1,62;0,09;20,35;17,54;18,71;17,21;13,16;7,95;3,41;1,18;0,37;0,13;23,29;13,69;16,23;17,4;14,94;9,58;3,85;0,94;0,07;24,23;20,95;20,46;16,4;9,54;4,73;2,17;0,85;0,46;0,19;0;10,74;7,49;12,2;18,12;20,62;17,59;9,71;3,27;0,25;12,8;14,34;18,46;18,05;14,03;9,96;6,18;3,9;1,85;0,43;0;21,3;12,71;15,59;17,51;15,84;10,86;4,78;1,31;0,1;22,41;19,9;20,15;16,66;10,26;5,56;2,81;1,34;0,68;0,23;0
2;Nordeste;Total - Federal, Estadual e Municipal;Urbana;Interior;198,32;208,08;246,88;244,4;261,5;259,8;293,23;288,51;266,21;264,06;6,9;14,95;15,63;16,07;15,74;12,77;8,76;5,17;2,61;1,41;3,61;10,68;15,41;18,58;17,03;13,13;9,42;6,06;3,33;1,59;1,16;20,6;14,94;16,56;16,71;14,79;10,11;4,74;1,45;0,1;19,42;18,04;18,84;16,8;12,8;7,79;3,65;1,58;0,69;0,39;25,95;15,73;17,4;16,86;13,13;7,44;2,83;0,61;0,04;24,06;21,15;20,56;16,32;9,59;4,76;2,13;0,94;0,38;0,11;0;11,1;8,78;13,26;17,59;20,05;17,22;9,15;2,67;0,18;11,83;13,72;17,01;18,11;14,63;10,89;7,5;4,03;1,7;0,57;0,01;23,75;14,7;16,79;16,97;14,15;8,89;3,77;0,91;0,06;22,25;20,05;20,03;16,58;10,34;5,67;2,93;1,4;0,57;0,18;0
2;Nordeste;Total - Federal, Estadual e Municipal;Urbana;Total;199,39;208,24;247,51;244,03;262,65;259,81;293,74;287,83;267,33;264,02;6,67;14,48;15,3;16,05;15,97;13,1;9,12;5,35;2,63;1,33;3,48;10,35;15,15;18,71;17,46;13,51;9,6;6,07;3,22;1,46;1;20,41;14,63;16,38;16,76;15,04;10,35;4,87;1,48;0,1;19,59;17,94;18,82;16,88;12,87;7,82;3,61;1,5;0,63;0,34;25,45;15,35;17,18;16,96;13,47;7,84;3,03;0,67;0,05;24,1;21,11;20,54;16,33;9,58;4,76;2,14;0,92;0,39;0,12;0;11,03;8,52;13,05;17,7;20,16;17,3;9,26;2,79;0,2;12,02;13,84;17,3;18,1;14,51;10,71;7,23;4,01;1,73;0,54;0,01;23,28;14,32;16,56;17,07;14,48;9,27;3,96;0,99;0,07;22,28;20,02;20,06;16,6;10,32;5,65;2,9;1,39;0,59;0,19;0
